slug,id,sofascore_id
oskar-jelinek,839534,1133097
daniel-toula,839535,1133106
michal-hlozanek,765067,1474251
jan-vychodil,954290,
michal-stepanek,956519,
ondrej-prodelal,993841,
erik-bulin,1019399,
vaclav-krc,956106,
jiri-vavrina,935797,
ondrej-slapansky,987005,1550668
daniel-holasek,935757,1436362
damian-strnad,935756,1609705
zdenek-toman,956091,1481347
adam-ryska,956088,
krystof-maly,956299,
jiri-hamza,956518,1481341
tomas-pantok,986993,
roman-darebnik,1003259,
filip-hluchan,935755,1436361
lukas-kos,671544,
matej-rysavy,953112,
vladimir-koleckar,935758,
martin-cerny,740580,
tomas-kopr,951534,
erik-dirda,956090,
frantisek-kluska,987006,
ales-stroleny,925884,1549172
martin-harasek,925897,1175678
filip-ilas,950269,
filip-vacha,954415,
josef-kindlmann,925887,
michal-kynkor,925888,1520543
simon-jurica,925890,
vit-plesl,926189,
daniel-hevessy,950493,
filip-rehak,989123,
teodor-musil,993837,
lukas-rajtmajer,1003498,
jan-zabransky,707337,
dominik-sustr,950292,1402950
jan-cizek,993836,
marek-nedved,862898,
adam-suchy,862899,1520483
jiri-broda,925885,
adam-pech,925886,
filip-privoznik,925889,
viktor-hysek,925892,
matej-balek,925894,1561744
miroslav-kudelnak,926196,
daniel-simunek,950492,
matyas-plot,951216,
lukas-forejt,954398,
sebastian-razetto,987095,
matej-kellner,1008337,1520601
milan-janour,1019400,
vojtech-gornicky,707340,1802499
kevin-huna,740592,
adam-benes,839552,
tomas-darena,925891,
roman-sybek,925898,
stepan-krames,1003595,1519949
alex-lojin,1010721,
jan-remias,938877,1149254
josef-struhar,947271,
matej-hafera,950185,
josef-jiricek,931801,
vaclav-dedek,935818,
petr-dil,935820,
marek-puchala,952853,
daniel-macej,671543,1397365
patrik-mekota,839532,1407796
jiri-remias,931429,1149237
karel-michlik,812849,
david-krupicka,955868,1608325
martin-temel,931802,1170910
denis-latal,935819,
filip-staubert,1000166,
daniel-frebort,1000167,
cheick-oumar-konate,1017302,
tomas-sirotek,1019393,
maxim-obuch,935821,
radim-sudak,671525,1651861
anwar-imider,740554,1195643
christian-veliky,582385,1113323
sebastian-zak,655303,
michal-malek,931425,1149253
jiri-koutny,740581,1481342
matyas-bitta,931804,
jan-jelen,947523,
david-kedron,952852,
rostislav-chylek,955867,
tunji-omotosho,1015743,1594326
adam-zimcik,1017572,
michal-klas,1019395,
alexandr-urban,935842,1510109
tibor-horacek,935837,
jakub-danhel,953515,
radim-zamecnik,954705,
lukas-reznik,1008381,
ondrej-mikac,1015411,
matyas-karasek,1019394,
david-tomeska,929890,1409336
pavel-valik,952825,
tibor-dunka,953521,
patrik-zourek,954704,
martin-misik,956586,
robert-severa,987096,
lukas-mensik,989101,
tomas-chramcov,995941,
tobias-huspenina,1019396,
david-polak,1022984,
tadeas-jurceka,935917,
stepan-brecka,987100,
jan-lacko,765104,1639838
emmanuel-yohanna,942234,
michal-pummer,584289,
kristian-zelina,956323,
nikola-absolon,584284,
adam-slouka,935838,
jan-koutny,935447,
richard-kral,1011046,1609732
pavel-mazur,941224,1604165
stepan-hapal,733907,
viktor-josefcuk,733908,
daniel-strnad,733909,
tomas-cubo,941065,
jan-kadlec,941225,
stepan-smolka,941229,
bohdan-paar,941227,
vitezslav-pavlicek,941230,1481345
adam-dohnalek,733906,1474839
jan-tobias-stryk,931423,1149259
mikes-cahel,671546,
marek-taborsky,956390,
dominik-skopal,584283,
lukas-dvorak,733911,
patrik-michl,733913,1549188
david-reznicek,931433,1149256
martin-skalsky,952389,
jaroslav-sanak,941064,1549198
adam-vitek,941228,
simon-studeny,733914,1435363
roman-mokrovics,765105,1478391
andrej-nguyen,995599,1534457
adam-spangr,941226,
adam-urica,938900,1149258
maxim-seehof,1013837,
jan-hrivnac,941231,
david-mach,1001468,
ales-valenta,1008369,
petr-kosik,1008370,
tomas-vacikar,1019397,
colin-andrew,943864,
matej-faltus,740590,
martin-spinar,991360,
ondrej-matuska,995899,1520321
antonin-mlckovsky,1003602,
ondrej-novak,943102,1653422
marek-smejkal,671520,
karel-maly,943100,
jan-paletar,950304,
adam-spacek,952490,
petr-zika,955193,1424341
adam-plucar,956497,
lukas-hrabak,956521,
dominik-louzecky,1010736,
david-trmal,943098,
marek-coufal,943103,
filip-koutecky,943101,
mykyta-starovyk,1017607,
vojtech-hora,956140,1486159
nikita-goncarov,956522,
krystof-novak,1001469,
lukas-macak,943104,
adam-dvoracek,952824,
daniel-stary,956325,
adam-simon,956579,
matej-kumprecht,989243,
vaclav-jindra,765093,1608384
daniel-besperat,941027,
borek-prochazka,956246,
michal-kuja,1003607,
ondrej-metelka,1013375,
tomas-rolenec,956580,
jakub-tecl,941036,1438675
vojtech-divisek,740579,
petr-veverka,941028,
dominik-boruvka,956245,
artur-broz,956408,1195721
marek-halda,995974,
jan-flaska,1001470,
matyas-jenik,1008350,
matyas-laky,1017571,
ondrej-sedlacek,929888,1175345
jan-novak,740589,1149249
lukas-kraj,941026,
martin-prokes,989241,
antonin-nerad,1007880,
filip-hoffman,1010756,
filip-brdicka,941037,1616593
david-klapka,952817,
maxmilian-petera,954397,
richard-hrncir,986526,1438664
pavel-vlk,942973,1438680
jakub-konecny,740557,
vojtech-blazek,952432,
jiri-lukas-lubinek,952433,
martin-hanus,952821,
ondrej-cerny,953141,
david-jedlicka,995560,
antonin-zverina,995563,
stepan-vesely,995564,
daniel-hypsman,942981,
kevin-houdek,942978,1440635
matej-musil,942975,
daniil-golovatskyi,1007862,
adam-binar,955191,1424334
vojtech-brychta,956147,
libor-pesek,956148,
jiri-kudrnac,956259,
petr-chudy,956265,
vitek-simon,986543,
david-kalina,993805,
tomas-kares,995561,
petr-sichan,995562,
matous-benedikt,1000939,
matej-hampl,1015742,
jakub-semerak,942982,
david-pospisil,942976,
filip-schmoranz,942983,1438679
vratislav-junek,584276,1440636
matyas-vcelak,942979,
lukas-hruska,942980,
radim-zengler,942974,
jan-ludvik,942977,
antonin-misci,948531,
tadeas-michalcik,730399,
jakub-neubauer,950469,
matyas-vystrcil,953473,
petr-hustak,955866,
v-jahodnik,1108619,946323
david-stastny,928024,
adam-buchta,1007878,1775692
stanislav-petruta,891070,
alexandr-buzek,928023,1436351
david-trtek,928025,
matej-slouk,928039,
milan-lakomy,928040,
adam-kadlcek,952806,
matyas-malenovsky,953474,
patrik-sustek,956523,
tomas-zabojnik,989102,
tomas-malenak,991358,
tomas-vaculik,991365,
matej-korenek,1008347,
stepan-prucha,1019398,
tom-sloncik,928038,1408987
martin-frolek,812850,
lukas-pesout,991357,
albert-kotlin,987013,1657020
david-chundela,951808,
jan-vacik,953143,
jaroslav-kratochvil,955075,
daniel-nykl,989147,
marek-machovsky,991022,
tomas-janousek,993546,
tomas-matys,939733,
vojtech-holub,939721,
richard-fodor,939735,
jakub-liska,987015,
tomas-beran,671526,
stepan-sova,953133,
jan-burda,953142,
pavel-chlupac,954629,
jan-kupka,955076,
krystof-lizalek,955770,
jan-martinek,956107,1180974
martin-hajek,987014,
maxim-pfaf,989148,
ales-cermak,991023,
michal-jahoda,991025,
adam-necas,993547,
sebastian-valenta,995976,
andriy-illyashenko,1002461,
alexander-popovic,1010720,
ondrej-dohnal,939723,
vladimir-ficek,939724,
petr-ruzicka,939736,
nicolas-vano-sobeslavsky,987016,
maxim-klima,939722,
tymofiy-mylnykov,1014637,
lukas-bergmann,1001489,
vojtech-klima,939725,
filip-bradac,939734,
david-koran,707334,1440614
vojtech-ulrich,750107,
matej-zaplatilek,946318,
david-burgert,942634,
patrik-kuhmel,951726,
vojtech-holakovsky,956553,
adam-svejnoha,1017563,
milan-novak,943031,1649417
petr-sterba,950436,
adam-fort,943024,
simon-tvrdy,943021,1649405
vojtech-polacek,987017,1649412
vaclav-pavlicek,991364,1649407
jan-zednicek,943022,
nicolas-filip,943032,
frantisek-kares,956585,
maxim-simek,995557,1440399
stepan-bacinsky,995558,
matej-kolar,995954,
ondrej-nado,1001485,
david-pastyrik,1001486,
jakub-havlas,1019392,
matej-maly,943018,
filip-soufek,943019,
jan-strnad,943023,1649420
mowbray-beghin,956300,
lukas-lenikus,995559,
elias-trajkovski,1017564,
tobias-gregor,947165,1649410
daniel-howard,943020,1649419
jan-buryan,938901,
david-ivanic,941435,
viktor-baier,947524,1196255
jan-sutr,956105,1489229
jan-kristofovic,956578,
dominik-danek,929370,1402942
jakub-secky,941436,1402959
alex-zarzycky,987539,1402938
lukas-prokop,987540,1520479
jaroslav-radl,941425,1402966
tomas-keltycka,941426,1402977
simon-sticha,948265,
jan-paluska,931426,
filip-cerveny,931434,1402953
dominik-pracht,955049,1402943
petr-falout,929889,1402972
filip-lorincz,941437,1402954
metodej-malek,584279,1520404
martin-doubek,941439,1402969
pavel-gaszczyk,740584,1149230
tomas-mikles,955050,1402979
pavel-hasek,987229,1196256
jan-vonasek,955051,1402964
ivo-vonasek,987541,1402956
adam-smid,1017601,1402935
jakub-kule,941438,1402958
stratos-svarnas,318257,793267
gustav-berggren,258007,791953
olivier-sukiennicki,725768,1089587
artur-rudko,129646,89529
filip-dagerstal,270905,363880
afonso-sousa,375378,855672
jakub-trojanowski,592532,1210278
jan-ziolkowski,1046867,1499991
rafal-augustyniak,264796,
carlitos,228885,257003
blaz-kramer,322288,804405
maciej-kowal,797820,1390178
danijel-loncar,366287,875633
leonardo-koutris,187530,312908
leo-borges,681692,1066687
linus-wahlqvist,249125,279533
yadegar-rostami,972610,1218572
oskar-kalenik,499524,1089541
pontus-almqvist,300532,856065
kevin-broll,161075,337457
richard-jensen,214078,812740
emil-bergstrom,142208,150026
jakub-pochciol,823256,1465019
boris-sekulic,217709,
robin-kamber,192640,326355
blaz-vrhovec,165579,124600
jonatan-kotzke,90330,44218
kanji-okunuki,515654,926589
daisuke-yokota,602781,
pawel-olkowski,117469,122833
anthony-van-den-hurk,226100,253065
amadej-marosa,262699,1565154
sebastian-madejski,325448,554518
arttu-hoskonen,390646,807657
takuto-oshima,775886,
jani-atanasov,392576,
kacper-jodlowski,606731,1385915
michal-stachera,579447,1397339
pawel-jaroszynski,287600,
benjamin-kallman,322990,794679
sokratis-dioudis,187798,173933
tornike-gaprindashvili,319723,898572
dawid-kurminowski,346549,922074
bartlomiej-zynel,289172,800155
dusan-stojinovic,469688,925880
michal-ozga,452666,940853
nene,301824,364608
aurelien-nguiamba,344595,826206
mikolaj-wasilewski,608923,998447
camilo-mena,653596,
tomasz-kupisz,45185,27244
bartlomiej-jelonek,1033044,1388231
piotr-liszewski,1069370,1417084
patryk-dziczek,289165,572744
szczepan-mucha,726397,1408992
jorge-felix,251930,811324
mateusz-kustosz,920729,1424735
dimitrios-stavropoulos,402970,850757
jakub-paszkowski,1038750,1392884
jedrzej-hanuszczak,1138739,1494825
maksymilian-lisowski,927287,1388147
enis-destan,699980,1012480
jakub-ojrzynski,540630,996941
albert-posiadala,712378,1164914
pedro-justiniano,357988,904836
francisco-ramos,198007,190145
christos-donis,212432,
jozef-kolasa,1053155,1400847
roberto-alves,249983,1382908
berto-cayarga,510372,913944
lisandro-semedo,225431,803701
leonardo-rocha,479675,894463
michal-feliks,452706,1022400
jean-franco-sarmiento,653449,861509
hubert-muszynski,567588,1144382
john-yeboah,439914,879802
matias-nahuel,263843,375638
dawid-baldyga,797607,1490909
oskar-klon,945954,1210847
kamil-zapytowski,1037093,1390321
oskar-lodzinski,1032290,1142000
steve-kapuadi,679709,1019957
martin-sulek,365469,798739
michal-mokrzycki,386230,843362
martin-hasek,299961,12541
miroslav-gono,573573,1022218
gleb-kuchko,981937,1436340
davo,522190,912046
pawel-chrupalla,739910,1111999
andrejs-ciganiks,202659,286033
adam-debinski,1058821,1404294
mato-milos,178078,148190
juljan-shehu,528021,971523
jordi-sanchez,291693,914771
mateusz-kempski,913676,1146022
dominykas-barauskas,300143,795336
alex-vallejo,138934,365892
szymon-gierlach,1141913,1501371
adrian-sobon,708448,1126579
bogdan-vastsuk,166743,
krystian-kardys,1031741,1126580
said-hamulic,652996,1106808
marcus-godinho,381069,843017
dominick-zator,496606,984453
dawid-wieckowski,632254,1019078
nono,152776,119198
stefanos-kapino,68410,98210
levent-gulen,147045,134245
dimitar-velkovski,323403,553494
michael-kostka,554285,1001965
santiago-naveda,700503,993466
jeronimo-cacciabue,563819,922458
luciano-narsingh,72462,43414
angelo-henriquez,189740,165511
koldo-obieta,445584,
emmanuel-agbor,993665,1476698
wiktor-bogacz,886501,1487195
louis-poznanski,393922,930276
bartosz-brzek,618404,1211027
joeri-de-kamps,57303,152689
dorian-fratczak,375020,889679
tachi,354697,
boris-moltenis,594109,945826
david-junca,164055,129874
ivan-borna-jelic-balta,319143,887149
james-igbekeme,375849,939851
alex-mula,242295,892539
miki-villar,382970,950032
bartosz-talar,407079,1010036
angel-rodado,440332,966446
sergio-benito,531825,895195
milan-spremo,168962,188123
jan-labedzki,1025972,1504036
grzegorz-glapka,914789,1404632
nelson-balongo,583756,949131
eryk-grabowski,1072172,1501810
roman-yakuba,311213,966624
filip-gil,1107635,1501811
jakub-stec,1109627,1470697
szymon-jopek,407953,882637
jakub-wojcik,1043050,1396141
monsuru-adisa,1030361,1388666
eric-topor,1031510,1390052
jakub-banasik,1072880,1425020
daniel-ciesla,1141907,1435342
bruno-waclawek,614945,1087469
taras-zaviyskyi,213984,190479
jakub-bielecki,596470,1392034
tomasz-nowak,607235,1108607
konrad-kasolik,452785,1108610
przemyslaw-szur,319721,795823
filip-nawrocki,289208,1021797
bartosz-musiolik,700510,1501366
antoni-franke,1035971,1392885
bartlomiej-lenert,659236,
tomasz-swedrowski,266170,801407
patryk-sikora,389397,891486
mateusz-wojtek,883287,1108620
maksymilian-rogula,1030755,1388659
tomasz-wojtowicz,875035,1391936
tomasz-foszmanczyk,32969,
lukasz-janoszka,32975,46151
kacper-bak,993345,1388655
artur-plaskowski,266050,801420
igor-stasinski,1107625,1470698
wiktor-kaczorowski,570595,943192
szymon-branczyk,1143641,1512988
arthur-vitelli,918871,
ivaylo-markov,293611,793980
florian-hartherz,93571,132606
bartosz-bernard,1029479,1388673
michal-willmann,1033045,
lionel-abate,647279,1107616
mikolaj-kiliszek,1046006,1402630
igor-belka,1044656,
souleymane-cisse,649031,982324
jakub-czelej,412514,
arkadiusz-pluta,1073124,1427969
michal-wachowicz,1114521,
viktor-lykhovydko,91303,1152282
szymon-zablotny,1039187,1393107
kacper-zabinski,1138415,1495866
modou-camara,1106522,1101795
luan-capanni,601877,
patryk-szczuka,667692,1386428
marcel-potoczny,1142175,1495812
mateusz-bialka,1143690,1423580
norbert-warmuz,1030360,1386431
dawid-brzozowski,683841,1386430
szymon-krawczyk,1109847,1471063
alan-brod,1030359,1386432
adrian-tworzydlo,1075330,
mateusz-ozimek,549313,1172798
szymon-bartlewicz,1042499,1471169
dmytro-bilonog,204348,190489
przemyslaw-peksa,782410,1388667
gerard-bieszczad,125653,113802
bartosz-wierzchowski,662228,
lukasz-gora,266038,
krystian-wrona,330295,
piotr-glowacki,137228,
jakub-szczypek,597617,1144610
marcel-kotwica,260260,316244
bartosz-wolski,272537,787905
jakub-lorek,721056,1498787
manuel-ponce,1119148,1513066
damian-michalik,192664,158073
dominik-marczuk,699488,1090059
szymon-lyczko,1108661,1435357
kacper-siuta,1108006,1513743
oleksiy-bykov,396395,887153
aleksander-piatek,1115773,1474895
dean-guezen,387480,1047356
kamil-lipka,1070828,1513745
maksymilian-sliwinski,1106969,1472975
maksym-niemiec,799645,1388660
michal-barc,1034822,1401653
antoni-kulawiak,1030757,1388670
mikolaj-oleksy,1103066,1470641
konrad-pipia,619625,940424
michal-ploch,1028469,1388665
daniel-morys,528373,975804
jakub-mackowiak,1102830,1513093
dawid-pieniazek,1102831,1469345
filip-mikrut,1035976,
maciej-gorski,85797,114797
jakub-sylvestr,74900,1000041
artur-haluch,248737,798372
adam-wojcik,1143474,1498781
artur-pikk,133593,96590
borja-galan,221295,313014
szymon-szklinski,1106120,1469716
jakub-niedzielski,1054373,1513486
pawel-kolodziejczyk,1070990,1418474
bartlomiej-babiarz,50750,77260
denis-gojko,291273,850300
michal-kitlinski,332127,584048
karl-romet-nomm,242044,315516
ivan-nekic,464333,880741
kamil-zarnowski,1140255,1494375
kacper-talar,1140254,1494374
denis-potoma,344314,856202
jeremy-manzorro,163743,152339
martin-kostal,381343,609144
robert-kirss,144290,110244
mariusz-gabrych,453494,177141
jakub-banach,744474,1046665
sebastian-szablowski,867064,1390815
glib-bukhal,381268,889947
marcin-grolik,120120,338335
mateusz-bartosiak,452925,999849
kacper-kasperowicz,795987,1046667
sebastian-golak,498038,1384799
szymon-zimnicki,1051776,1384807
czeslaw-raburski,1107292,1175116
konrad-formela,968821,1175115
maciej-kielkucki,982140,1498806
mateusz-cegielka,640747,
pawel-czajkowski,448719,844900
kacper-skonieczny,1147366,1513577
tomasz-mikolajczak,115380,71698
kacper-korczyc,1107637,
damian-andrzejkiewicz,1046870,
jakub-suchocki,1066231,
maksymilian-koj,991782,
jakub-kruszewski,1043437,
bartlomiej-krasiewicz,1046873,
milosz-kurzydlowski,917229,1149264
maciej-jaroszuk,1046877,
szymon-stypulkowski,1046878,1648980
dawid-zakiewicz,1049672,
krystian-zietek,1055010,
kacper-ptasinski,1055011,1486165
eryk-kozlowski,1066230,
kamil-andrzejkiewicz,1046871,
patryk-drygiel,1046874,
jakub-demianczuk,1058561,
alan-rybak,1073030,1508052
franciszek-chojak,1009242,
hubert-nowak,1046865,
wojciech-banasik,1079332,1594714
konrad-kassyanowicz,1130943,
michal-bobier,1143791,1586631
rafal-boczon,1013855,
hubert-dorczyk,1123276,
viktor-karolak,1125700,
kacper-potulski,1073748,
stevin-kerge,1026800,1425324
franciszek-saganowski,1046868,1594716
bartosz-krasuski,618400,
jakub-adkonis,1073754,1548916
jakub-zewlakow,1132797,
mateusz-konopka,1143790,
kacper-bogusiewicz,991780,
fryderyk-misztal,1056919,
szymon-graczewski,1046866,1594715
maksim-kalimullin,916147,1131779
cyprian-pchelka,1118420,1594713
tomasz-rojkowski,866244,
tobiasz-celebanski,1049710,
alan-andrzejewski,1118860,
mateusz-solarz,1048662,
jakub-solarz,1055032,
krzysztof-falowski,1136320,
michal-kaliszczak,1048661,
yegor-sharabura,1065461,
kacper-krukowski,1118858,
daniel-slobodzian,1067697,
bartosz-moczynski,1049265,1405562
martin-frankowski,1125723,
igor-orlikowski,991454,1405599
adam-zajac,703108,1150913
aleksander-kubacki,1031852,1405607
kamil-ausfeld,1055048,1405570
tobiasz-starosta,1055049,1405580
mateusz-dziewiatowski,1064464,1405605
marcel-regula,1125761,
mateusz-skoczylas,991458,1405613
cyprian-popielec,1046884,1405563
marcel-swiatek,1069758,
bartosz-serkies,1128431,
damian-sokolowski,1073746,1562089
kacper-orzechowski,1048613,1513548
mateusz-meyer,1055653,
kacper-wolowiec,1142572,
karol-kalata,1048602,1528242
aleksander-nadolski,1048614,1506785
igor-stankiewicz,1063103,1562093
kajetan-nowak,1076871,1562106
igor-draszczyk,1106056,1562092
igor-kuchta,820377,
sammy-dudek,1137026,1562118
nikodem-stachowicz,1125703,1562115
szymon-maza,1055029,
mateusz-jelen,1073749,1510556
karol-szymecki,1118244,
ivan-savshak,983805,1195751
dominik-szala,1048756,1423453
hubert-ogorek,1055613,
patryk-marek,1055053,
maciej-orzechowski,912764,
alan-sukiennicki,1118245,
aleksander-tobolik,1016219,1607766
yusei-iida,1106970,
mateusz-kulig,1041968,1641258
leon-siemienczuk,1048653,
aleksander-bielawa,1048663,
kacper-gutowski,1063079,1619836
bartosz-nowakowski,1121023,
oskar-nikadon,1048655,
adrian-suchcicki,1055697,
konrad-kopiczynski,1071610,1515990
oskar-klessa,819270,1519153
wiktor-rachwal,1048652,1604016
marcel-bajko,1080768,
tymofiy-nastevych,1123278,
volodymyr-kharyton,1048649,
marcin-adamik,1048656,1807577
filip-tonder,1048664,1410139
mikolaj-solkiewicz,1055018,
maciej-kowalski,1069754,
dawid-gap,1118269,
alan-wisniewski,1143678,
marcel-juszczak,1048650,1831173
robert-wojcik,1048651,
przemyslaw-plotka,1048654,1519342
dominik-lemka,1055017,
adam-kardas,1080772,
mateusz-smiglewski,1055016,
mateusz-rzeznik,1118270,1503373
osakpolor-alessandro-odobo,912870,
bartosz-borkowski,991777,
norbert-ratajczyk,1055019,
mikolaj-chacinski,1077253,
patryk-luszcz,1143679,
jakub-greliak,1056392,
oskar-szyptur,1137165,
jakub-pestka,1048599,
stanislav-gulidov,1060030,
wiktor-piekarz,1049266,
adam-wierzbicki,1048598,
bartlomiej-donda,1048600,
kacper-lunkiewicz,1049273,
kacper-pleskot,1060027,
igor-szostek,1049268,
konrad-gorszkow,1060028,
fabian-bzdyl,1143311,1565346
oleksandr-shevchuk,1063170,1648169
sebastian-balaszek,1048597,1486162
filip-koper,1055040,
szymon-doba,924423,1155466
adam-klimczyk,1046880,
bartlomiej-sowa,1046883,
radoslaw-skala,1049269,
yegor-khromykh,1046882,
filip-baniowski,1066834,1548922
shane-kaemerle,836025,1201241
pawel-depka,1059439,1513199
jakub-karczewski,1059442,
kasjan-semmerling,1118246,
jakub-siekierski,1048731,
kamil-gorecki,1056395,1567935
kamil-rusnak,1144030,1807565
volodymyr-vereshchak,1144026,
kacper-miotk,1048733,
filip-tuliszka,1059446,
antoni-klimczuk,1079338,1807566
kuba-branicki,1137023,1608551
adrian-jurkiewicz,1048735,1615897
zak-abbott,1048742,1513531
vadym-kukuruza,1059444,1608542
marcel-stenka,1144027,909460
oliwier-biegajlo,928415,
kacper-kapica,942954,
wiktor-lipiec,1010192,
adam-jasek,1046854,
j-adamczak,1076868,841412
patryk-kobylinski,1125660,
igor-kyziol,1055014,1594623
olaf-kania,1060040,
oliwier-szymoniak,1080744,
jan-goszczynski,1116464,
lukasz-kalamarz,1125622,
bartosz-jablonka,1011022,
kamil-muller,1055015,1066108
samuel,1056428,
filip-kukula,798120,
jakub-basta,1013680,
maciej-wojtak,1013682,
bartosz-trawinski,1013683,
marcel-rewers,1018252,
marceli-kwartnik,1024795,
jakub-kaczemba,1024796,1548914
marcel-ratajski,1046856,
michal-rozmus,1046857,
jakub-ziemba,1046858,
mikolaj-flak,1046860,
mikolaj-grabowski,1055013,
wojciech-lach,1063172,
bastian-bernatek,1067704,
oskar-sowa,1070404,1526519
kajetan-przybylok,1142300,
kauan,1056432,
idris-momoh,1142301,1529991
wesley-omuru,921737,1487444
alan-matuszak,1013679,
kacper-sobczyk,1046859,
jakub-szablowski,1118674,
oskar-czarnota,1048647,
kuba-ciechomski,1068693,
filip-zwolinski,1080740,
patryk-rychlik,911473,1210846
bartosz-urbaniak,1048645,
adam-chojecki,911500,1149216
kyrylo-voloshyn,1048648,
gracjan-gawronski,1118396,
kacper-golebiewski,1123238,1647494
marcel-broniewski,1144273,
maciej-badowski,1048646,
martin-rachubinski,1080741,
oliwer-smuniewski,1048643,
jakub-welter,1049671,
patryk-paryzek,1149461,1615259
daniel-marczewski,907343,
david-poghosyan,959454,
jakub-jamroz,1048642,
michal-niedbala,1070002,1512087
artem-olekhnovych,1122142,
franciszek-jaskot,1046826,
maciej-ozieblo,1046829,
kacper-zabka,1121036,
daniil-vakhovych,1123264,
tymur-krit,1125220,
kacper-czepielik,1046822,
jakub-zalinski,1046820,
wojciech-kotulak,1059186,
kacper-zembol,1064477,
andriy-verbytskyi,1049264,
franciszek-slon,1055005,
matviy-panchenko,1078831,1550739
adrian-bolek,1080767,
jakub-michalski,1084508,
piotr-szczepanski,1130916,
oliwier-jakubaszek,1143795,
dominik-leszczuk,875917,1148122
kamil-krzeminski,1046817,
jakub-kowalski,1067673,
rostyslav-yaremenko,1046815,1595564
kacper-kucharczyk,1121037,1514220
bartosz-sowizral,1039366,
daniel-bak,1046816,
michal-pokora,1046819,1462676
bartlomiej-moch,1046827,
mikolaj-suslo,1075432,
natan-niedzwiedz,1140765,
alex-zoltak,1048762,
mateusz-wrobel,1120653,
lukasz-andrychowicz,1067679,1604015
lukasz-jozefczyk,1046017,
bartlomiej-zielinski,1143671,
maciej-suski,897398,
jerzy-napieraj,1048759,1504109
jakub-lukasiewicz,1048763,
bartosz-laskowski,1048765,
jakub-rozwadowski,1048761,1504043
fabian-gacek,1049263,
pawel-wozny,1059633,
wojciech-gebka,1056397,
tomasz-szczepaniak,1118857,
tobiasz-mras,1143675,1546560
marko-babic,651769,1546594
mateusz-glowinski,1046338,1546563
milosz-paluczak,1055031,
szymon-skonieczny,1143673,
oskar-drobniewski,1079315,
jakub-kondeja,1048723,
mateusz-pekala,1048724,
antoni-szczepaniak,1048721,
piotr-jarnicki,1063535,
raymond-ntiege,1076907,
wojciech-chojczak,920208,1512865
mateusz-paradowski,1067700,
kacper-sankiewicz,1049702,
oliwier-zabrzewski,1048725,
mateusz-jaworski,1048729,
kuba-kodym,1071807,
mikolaj-molga,1048631,
antoni-jesien,1048638,
bartlomiej-czajka,1058558,
karol-sygnowski,1048629,
kacper-stepkowski,1054999,
rafal-napert,1129974,
patryk-komuda,1048636,
franciszek-dziewicki,1116470,1508130
filip-luberecki,618417,1172640
bartlomiej-matejek,1048640,
tomasz-patorski,956075,
bartosz-zielinski,970352,
karol-witkowski,864561,
gustaw-zebrowski,1048635,
filip-borowski,1048639,
kacper-kalisz,1054997,
grzegorz-burakowski,1058557,
adam-stankowski,1063169,
jakub-lesniewski,1116469,
kacper-dakowicz,1127621,
maximilian-morawietz,952841,
jakub-haponiuk,1022537,
marcel-michalski,1048637,
jakub-piwowarczyk,1136147,
tymon-klosowicz,1054998,1508128
adrian-ziarek,1048630,
jakub-oskedra,935160,
mateusz-malec,1048625,
jaroslaw-janowski,1048632,
kacper-wielewiecki,1048641,
dawid-zagorski,1054996,
kacper-prusinski,1116466,
mateusz-paszkiel,1116467,
joonas-tamm,111556,50908
luca-ciobanu,937040,1464123
george-gogescu,1072633,1497702
mario-geana,723831,1497752
sebastian-radu,1085616,1497625
boban-nikolov,207625,195974
victor-stancovici,723838,
marian-pruteanu,1085567,1497750
mihai-toma,992820,1446612
david-popa,992832,1495850
stefan-moraru,869981,1417865
vlad-tudor,1078443,1497588
simone-scuffet,238993,284349
rares-gal,675500,1385457
denis-kolinger,90725,136715
jean-claude-billong,391192,843083
japhet-muanza,643247,1127709
abdoulaye-niakate,727464,1007619
karlo-brucic,115447,93735
ibrahima-mbaye,207715,249627
vito-hammershoy-mistrati,193724,578206
robert-filip,692121,1095866
tudor-lucaci,1060188,1162822
ermal-krasniqi,606893,1160858
emmanuel-yeboah,1011469,1492849
rangelo-janga,111183,128791
anton-maglica,113192,93729
ze-gomes,342148,
mustapha-jah,863846,1103561
vlad-rafaila,723823,1152495
gustavo-marins,869463,1105018
stefan-dutu,927982,1408990
bogdan-lazar,608476,1083354
david-kiki,379870,798307
alexandru-mituletu,901540,1390743
tudor-baluta,433976,852435
ionut-cercel,1073910,1427028
kevin-doukoure,740191,1022033
razvan-iorga,703745,1497663
madalin-calu,494594,1106092
luca-basceanu,937066,1426622
ianis-malama,916058,1390746
adrian-mazilu,723835,1152449
iustin-doicaru,1050693,1504963
ionut-cojocaru,901511,1390747
alexandru-stoian,992823,1427105
gjoko-zajkov,205849,190239
raul-silva,164705,551812
juraj-badelj,1052377,1216815
karlo-tomasec,945463,1163328
jean-baptiste-mendy,1117983,1508225
basilio-ndong,567143,922372
ivan-martic,73048,1655443
alexandru-mitrita,209649,179639
cosmin-stana,1050692,1496084
george-ungureanu,1008258,1390744
codrut-sandu,937038,
robert-badescu,912091,1152514
xian-emmers,365449,827933
david-iordache,1035750,1390530
gabriel-gheorghe,1011492,
funsho-bamgboye,401921,822469
alexandru-stan,1088535,1495848
rajmund-niczuly,1012942,1390086
krisztian-dobozi,1114427,1401993
