id,slug,team,height,preferredFoot,marketValue
846712,daniel-szczepan,ruch-chorzow,179,,495000
,kacper-szewczyk,,,,
,arkadiusz-krzyzanowski,,,,
1601552,piotr-zagorowski,garbarnia-krakow,178,,
1513475,blazej-kaminski,no-team,,,
,dawid-kraczka,,,,
,jakub-rachfalik,,,,
,kamil-ladyga,,,,
1168515,pawel-koncewicz-zylka,wisla-krakow,,,
1601535,bartosz-kutrzeba,garbarnia-krakow,183,Left,
1513551,arkadiusz-ziarko,stal-stalowa-wola,,,
1423456,jakub-krzyzanowski,wisla-krakow,181,Left,490000
1047978,slawomir-chmiel,hutnik-krakow,174,,23000
,patryk-warczak,,,,
,karol-salamaj,,,,
,jakub-zima,,,,
1508617,mariusz-kutwa,wisla-krakow,185,Right,24000
1156227,dorian-gadek,lks-wislanie-jaskowice,185,,24000
,franciszek-stachon,,,,
1601536,bartosz-seweryn,no-team,,,
,jakub-madej,,,,
1513533,tafara-madembo,kotwica-kolobrzeg,182,Left,
1156100,mateusz-magdziarz,skra-czestochowa,177,,26000
1601537,feliks-grzybowski,garbarnia-krakow,,Right,
889441,piotr-cwik,,,,
1148081,wiktor-szywacz,no-team,184,Left,52000
1500297,michal-glogowski,hutnik-krakow,185,Both,
,karol-tokarczyk,,,,
1047977,filip-jania,hutnik-krakow,175,Left,26000
1388656,kacper-myszoglad,no-team,175,,
1513491,kacper-chelmecki,stal-stalowa-wola,172,,
,mateusz-stanek,,,,
1607769,dominik-sarga,,,,
,mieszko-materna,,,,
1101603,bartlomiej-maliszewski,,,,
,jakub-tomkiel,,,,
,mateusz-danielczyk,,,,
,blazej-zero,,,,
,jedrzej-stypulkowski,,,,
,krystian-tymendorf,,,,
,damian-fronc,,,,
,oscar-mabiala,,,,
,dominik-mazur,,,,
,john-kalinowski,,,,
1141980,gabor-zukowski,no-team,188,Both,27000
,mateusz-latuszek,,,,
,krystian-mantur,,,,
,szymon-jarosz,,,,
,krystian-maciejuk,,,,
,kacper-zarejko,,,,
,maksymilian-cholewa,,,,
,arkadiusz-krysik,,,,
,damian-bielinski,,,,
,pawel-gryka,,,,
,kacper-skok,,,,
,kacper-szmidt,,,,
,kacper-chmielewski,,,,
,wiktor-bryks,,,,
,oskar-osipiuk,,,,
,michal-moscicki,,,,
,piotr-murawski,,,,
1513035,korneliusz-krasuski,,,,
,dawid-hinz,,,,
,aleks-wlodarczyk,,,,
,igor-szczygiel,,,,
1390056,patryk-kapica,no-team,176,,27000
1216053,mateusz-kowalski,parma-u19,195,Right,270000
1388652,hubert-karpinski,gks-belchatow,184,Right,27000
1482749,lucjan-frydrych,izolator-boguchwala,,,
,radoslaw-zysk,,,,
,wiktor-marek,,,,
1387842,karol-drazdzewski,lech-poznan,198,,
,oliwier-jeziorski,,,,
,wiktor-nowicki,,,,
1021794,maksymilian-manikowski,,,,
1021795,kacper-wachowiak,warta-gorzow-wielkopolski,183,Right,
1148097,jakub-zloch,no-team,,Right,
1021796,maksymilian-tkocz,wisla-pulawy,187,,145000
1149228,bartosz-tomaszewski,lech-poznan,188,Right,545000
1128460,maksymilian-pingot,stal-mielec,188,Left,385000
1145931,jakub-malec,chrobry-glogow-ii,179,Left,
1148101,adrian-tyminski,no-team,185,Left,
1021818,igor-lawrynowicz,skra-czestochowa,178,Left,27000
1155467,ksawery-kukulka,lech-poznan-ii,181,Left,
1021806,jerzy-tomal,resovia-rzeszow,181,,97000
1148096,kacper-sommerfeld,pogon-grodzisk-mazowiecki,186,Both,
1148095,karol-fietz,gks-jastrzebie,179,Right,
1129123,michal-marszalkiewicz,polonia-sroda-wielkopolska,172,Right,26000
1210844,mateusz-wojcik,no-team,180,Right,
1021805,jedrzej-strozik,lks-wislanie-jaskowice,177,,27000
1155508,dawid-zieba,no-team,,Both,23000
,aleksander-gazda,,,,
1021822,damian-koltanski,wisla-pulawy,174,Left,
1021814,patryk-gogol,wisla-krakow,172,,24000
1145935,maksym-czekala,lech-poznan,183,Left,24000
1173521,jakub-antczak,oks-odra-opole,168,Right,195000
1388671,antoni-pralat,mks-chojniczanka-ii-chojnice,183,Right,26000
1148099,filip-karwacki,no-team,177,,
1021823,oliver-zareba,no-team,172,,
1145940,filip-welniak,lech-poznan-ii,,,
,wojciech-kryger,,,,
,adrian-ratajczyk,,,,
,mateusz-stochnialek,,,,
1387889,hubert-szulc,,,,
1131232,patryk-prange,,,,
,filip-lobaczewski,,,,
,stefan-chmielewski,,,,
1490723,bartlomiej-kaldunski,,,,
1381828,filip-turcinavicius,no-team,190,Right,
,adam-labor,,,,
,igor-martuszewski,,,,
,wiktor-drzazga,,,,
1513506,patryk-nowakowski,unia-tarnow,191,Right,
1126288,bartosz-brylowski,ks-lechia-gdansk,189,Right,26000
,oliwier-stenzel,,,,
,dominik-majer,,,,
1513574,maciej-zagraba,mks-chojniczanka-ii-chojnice,176,,
1479229,mariusz-duraj,jaguar-gdansk,,,
1568827,jakub-kapuscinski,czarni-pruszcz-gdanski,,,
,mikolaj-pietrzak,,,,
,jakub-polinski,,,,
,ryszard-suminski,,,,
1126289,mikolaj-rakowski,ks-unia-solec-kujawski,189,Right,26000
,michal-formella,,,,
,jakub-bohdanowicz,,,,
1124206,vakaris-skibiniauskas,fk-nevezis-kedainiai,,,52000
,mateusz-wiewiorski,,,,
,blazej-kaim,,,,
1426141,jakub-cieslicki,no-team,,Right,23000
1469594,radoslaw-tuleja,stomil-olsztyn,177,Left,26000
1549005,amadeusz-mielnik,grom-nowy-staw,,,
,cyprian-wlodarczyk,,,,
1126290,marek-niewiadomski,gks-gedania-ii-gdansk,,Right,
1504075,ricardo-goncalves,lks-lodz,174,Right,95000
1524879,michal-sadowski,grom-nowy-staw,,,
,mateusz-borcuch,,,,
,wiktor-mosur,,,,
1126291,mikolaj-mekler,no-team,,,
1149275,krystian-okoniewski,radomiak-radom,185,,92000
1627324,mateusz-sadlo,as-kolbudy,,,
,mateusz-paradowski,,,,
1146287,lukasz-legowski,zks-olimpia-elblag,182,,
1830900,aleksander-sobczak,pogon-szczecin,,,
1146125,kajetan-wojtasiak,no-team,185,,
1146235,maciej-styn,no-team,187,Both,
,bartosz-szymaniuk,,,,
,wiktor-zurawski,,,,
1146079,bartlomiej-smolarczyk,fc-dordrecht,191,Right,205000
1391698,piotr-delner,tsg-neustrelitz,,,
1146114,filip-karon,stilon-gorzow-wielkopolski,197,Right,
1146071,borys-freilich,pogon-szczecin-ii,173,,
1144076,dawid-rezaeian,stomil-olsztyn,172,Right,48000
1146237,maciej-bialczyk,kks-1925-kalisz,185,Left,24000
1146088,dawid-fornalik,pogon-szczecin-ii,173,Right,
1146110,igor-mencnarowski,gwardia-koszalin,183,Both,
,jakub-stachnik,,,,
1146149,jakub-szynkielewski,no-team,,,
1146234,maksymilian-walczak,no-team,,,
1153466,jakub-lis,,,,
,kamil-kort,,,,
,vadym-zaleskyi,,,,
1146163,wiktor-kapela,blekitni-ii-stargard,,,
1146260,mikolaj-witkowski,polonia-sroda-wielkopolska,,,
1146269,patryk-smykowski,gwardia-koszalin,,Right,
,szymon-cybulski,,,,
,krystian-rybicki,,,,
1127202,kacper-lukasiak,gornik-ii-leczna-sa,180,,27000
1146273,olaf-korczakowski,,,,
1146251,mateusz-bak,pogon-szczecin-ii,,Right,
1146272,oliver-albinski,gwardia-koszalin,,,
1146296,bartosz-krzysztofek,pogon-szczecin-u19,187,,
1144508,kacper-zaborski,slask-wroclaw-ii,180,,
1141999,michal-samborski,,,,
1146115,fabian-grzelka,skra-czestochowa,181,Right,
1601543,kasper-hamulewicz,unia-tarnow,194,Right,
1108605,jakub-grzywaczewski,chelmianka-chelm,193,,
1141979,filip-kramarz,wisloka-debica,188,,26000
,kacper-podlipni,,,,
1483039,jakub-chrupcal,,,,
1173623,oskar-wojcik,gks-belchatow,191,Right,27000
,wiktor-zarzycki,,,,
,krystian-bociek,,,,
,mikolaj-kociolek,,,,
,kamil-kwiatkowski,,,,
,adrian-maslanka,,,,
,bartlomiej-kafel,,,,
,jakub-wojtysko,,,,
1462215,bartlomiej-kolec,,,,
,aleksander-ciesielski,,,,
1128117,oliwier-hyla,,,,
,kacper-nowicki,,,,
,jan-mroz,,,,
1386429,kacper-grzebieluch,no-team,183,Right,26000
1526505,wiktor-luczyk,resovia-ii-rzeszow,,,
1186191,karol-plonka,no-team,,,23000
,marcin-skowronek,,,,
,szymon-wolny,,,,
,oskar-rejman,,,,
,wojciech-milaszewski,,,,
,maciej-pawlowski,,,,
1390053,filip-golos,no-team,186,Left,24000
1515999,kacper-lukowicz,gryf-wejherowo,,,
,dawid-krol,,,,
1567936,mateusz-lipiak,kp-gryf-tczew,,,
1524872,oskar-zaryczanski,ks-sparta-sycewice,,,
,szymon-baranowski,,,,
,dawid-chmurzynski,,,,
,dominik-rusnak,,,,
1388657,kacper-skrobanski,wieczysta-krakow,188,,24000
,klaudiusz-milachowski,,,,
,filip-mironczuk,,,,
1186205,kasjan-lipkowski,mzks-arka-gdynia,188,Right,325000
,olgierd-bondara,,,,
1604010,oliwier-dobek,gks-cartusia-1923,,,
,kacper-matusiak,,,,
1604020,adam-tandecki,gks-cartusia-1923,,,
1390058,wojciech-zielinski,mzks-arka-ii-gdynia,180,,49000
1594626,marcel-jaszczyk,no-team,178,,
,jakub-czochor,,,,
,krzysztof-babs,,,,
1391328,radoslaw-nowicki,no-team,,Left,
1386052,kornel-przyborowski,gks-cartusia-1923,,,26000
,mario-zamarripa,,,,
,michal-formella,,,,
,bartosz-kaminski,,,,
1604011,mateusz-trela,gks-cartusia-1923,,,
1515998,kacper-hebel,gryf-wejherowo,,,
,nikodem-parulski,,,,
,maciej-pyrek,,,,
,borys-karbowiak,,,,
1524871,hubert-zuber,ks-sparta-sycewice,,,
1138739,jakub-karys,pogon-staszow,,,
,mikolaj-drej,,,,
,jakub-picheta,,,,
,artur-jozwik,,,,
1390658,rafal-mamla,mks-korona-kielce,195,,24000
,igor-zawierucha,,,,
1395755,igor-kosmicki,stomil-olsztyn,190,,
,maksymilian-kielb,,,,
1138735,patryk-dela,pogon-staszow,,,
1067052,bartosz-markiewicz,no-team,188,Left,
1562149,kamil-skiba,aks-busko-zdroj,,,
1000700,jakub-cukrowski,no-team,185,,23000
1138743,patryk-musial,pogon-staszow,,,
,patryk-szczepanek,,,,
,hubert-zwozny,,,,
,jan-zgrzebnicki,,,,
,bartlomiej-cichon,,,,
,adrian-zyla,,,,
1138697,marcin-marek,gks-nowiny,,,
,dawid-grabarczyk,,,,
,witold-lubek,,,,
,kamil-swiecki,,,,
,krystian-wierzchanowski,,,,
1138662,lukasz-dziewiecki,cracovia,,,
,bartlomiej-lasak,,,,
,kacper-loch,,,,
,wiktor-nasidlowski,,,,
,marcel-kudzia,,,,
,filip-kaczmarski,,,,
,karol-turek,,,,
,dawid-kosmider,,,,
,jakub-przybyslawski,,,,
1156142,milosz-strzebonski,mks-korona-kielce,181,,45000
,piotr-wojcik,,,,
1000702,jakub-konstantyn,,,,
,jakub-skupien,,,,
1186243,szymon-majewski,stal-krasnik,174,Both,23000
1522991,szymon-plocica,no-team,,,
,kacper-sliwa,,,,
,bartosz-kralka,,,,
,hubert-swiecarz,,,,
,maciej-walkowiak,,,,
,dominik-kowalik,,,,
,kuba-fit,,,,
1513501,jakub-bielak,,,,
1162296,alexander-steffen,,,,
1405566,dawid-radzinski,mkp-carina-gubin,185,,
1142001,szymon-weirauch,zaglebie-lubin,190,Right,390000
1405568,hubert-czerwinski,no-team,,,
1405591,kamil-fura,zaglebie-lubin-ii,183,,
1513489,jakub-rogalski,ks-gornik-polkowice,190,Right,
1405594,kamil-sochan,zaglebie-lubin-ii,186,,
1149262,szymon-panasiuk,stal-ii-rzeszow,,,
1381817,kamil-sobczak,sandecja-nowy-sacz,180,Left,53000
1405597,szymon-karasinski,zaglebie-lubin,182,,
1405573,kordian-gadomski,no-team,,,
1405589,jakub-kolan,,,,
1513492,kacper-cios,no-team,,,
1471064,maksymilian-nowak,mks-kluczbork,174,,26000
1126644,adrian-bukowski,stal-rzeszow,188,,135000
1405577,oskar-kozdron,mkp-carina-gubin,177,,
1381816,filip-kocaba,,,,
1405581,odyseusz-sygieniewicz,no-team,177,,
1405569,jakub-loboda,mkp-carina-gubin,177,,
1417428,kacper-zajac,no-team,177,Left,
1417438,rafal-dzidek,lechia-zielona-gora,180,,
1388679,dawid-hanc,chrobry-glogow,175,Left,140000
1405611,pawel-kruszelnicki,zaglebie-lubin-ii,177,,
,bartosz-zyla,,,,
1424225,marcel-gorski,legionovia-legionowo,180,,
1126979,tomasz-pienko,zaglebie-lubin,185,Right,1900000
1144147,patryk-kusztal,zaglebie-lubin,176,Right,97000
1016211,jakub-siga,gks-jastrzebie,177,Both,
1149243,kacper-masiak,muks-sokol-kolbuszowa-dolna,175,,49000
1405576,mateusz-chmarek,,,,
,michal-nagrodzki,,,,
1405615,wojciech-szafranek,zaglebie-lubin-ii,183,,
1133044,jakub-kowynia,pogon-siedlce,185,Right,
,sebastian-krejer,,,,
1521165,jan-sobczuk,mks-janowianka-janow-lubelski,193,,
1133034,maciej-kikolski,gks-tychy,191,Right,360000
1513564,tomasz-zielinski,stal-stalowa-wola,,,
1210838,jakub-murawski,wieczysta-krakow,194,Right,
1432182,antoni-wodzicki,cagliari-u19,199,Right,
,lukasz-rytelewski,,,,
1133038,szymon-bednarz,wisloka-debica,185,,
,kacper-wnorowski,,,,
1385914,damian-urban,stal-stalowa-wola,180,Left,
1395781,kacper-gosciniarek,ks-gornik-polkowice,173,,
1148093,jakub-czajkowski,sokol-sieniawa,175,Left,
1507921,patryk-romanowski,polonia-bytom,185,Left,23000
1100172,yegor-matsenko,,,,
1133043,jakub-kwiatkowski,radunia-stezyca,177,Right,48000
1133035,hubert-derlatka,pogon-siedlce,173,Right,
1186201,marcel-myszka,avia-swidnik,181,Both,26000
889982,jerzy-munik,no-team,174,Right,
,michal-kochanowski,,,,
1133040,patryk-pierzak,miedz-legnica,184,,160000
1484320,ivan-vidosevic,no-team,175,Left,
1133050,ignacy-dawid,widzew-lodz,169,Right,79000
,bartosz-slendak,,,,
1133049,sebastian-kieras,legia-ii-warszawa,183,,
1133039,dawid-niedzwiedzki,gornik-zabrze-ii,182,,
1133056,milosz-pacek,podlasie-ii-biala-podlaska,178,Right,
1148112,dawid-barnowski,ruch-chorzow,182,,23000
1133045,kacper-imiolek,pogon-grodzisk-mazowiecki,181,Left,
1126070,kacper-skwierczynski,waterford-fc,177,,47000
1009286,filip-sobiecki,no-team,180,Both,
1133053,fryderyk-janaszek,gornik-ii-leczna-sa,182,,
1133054,igor-strzalek,stal-mielec,183,Both,900000
1424749,bartosz-wicenciak,pogon-siedlce,177,,
1133051,dawid-kiedrowicz,wieczysta-krakow,180,Right,
1164918,dawid-grzelak,no-team,177,,
,kajetan-staniszewski,,,,
1126069,wiktor-kaminski,,,,
,jordan-majchrzak,,,,
,jakub-szymajda,,,,
,wiktor-chwojnicki,,,,
,mateusz-tomala,,,,
,gabriel-trabka,,,,
,maksymilian-cwik,,,,
1601545,mateusz-bartusik,garbarnia-krakow,196,Right,
1592664,dawid-olszak,gornik-leczna,,,
,bartosz-beruda,,,,
,jakub-kotko,,,,
,kacper-paszkowski,,,,
1168081,krzysztof-wingralek,no-team,191,Right,27000
1510557,maksymilian-gandziarowski,gornik-zabrze,188,,
1133550,jakub-szymanski,wisla-plock,189,Right,390000
,mateusz-fundament,,,,
,mateusz-wystop,,,,
,kamil-calka,,,,
1046218,kamil-lukoszek,,,,
,jakub-macedonski,,,,
,kosma-zawada,,,,
,tomasz-macha,,,,
,mateusz-pawlak,,,,
,milosz-staszkiewicz,,,,
1148051,jan-flak,wisla-pulawy,184,Right,49000
1395088,wiktor-martuszewski,barciczanka-barcice,,,
,daniel-ciesla,,,,
956805,bartosz-baranowicz,gks-katowice,175,,140000
1129039,adrian-dziedzic,gornik-zabrze-ii,185,,52000
,jakub-kaminski,,,,
,marcel-blabus,,,,
,jakub-okaj,,,,
,wiktor-skala,,,,
1141977,dariusz-stalmach,milan-u19,182,Both,530000
,kamil-moraczewski,,,,
,jakub-szczepanik,,,,
,jakub-smolen,,,,
,pawel-borzecki,,,,
,kamil-herman,,,,
,dominik-kulon,,,,
1179165,nikodem-zielonka,,,,
1526498,kacper-zborowski,stal-ii-rzeszow,,,
,patryk-mos,,,,
1129041,bartlomiej-korbecki,chelmianka-chelm,182,Right,55000
,marcel-peda,,,,
,erwin-kolodziejczyk,,,,
,thomas-pranica,,,,
,alan-lubaski,,,,
,patryk-matykiewicz,,,,
,kamil-grudzinski,,,,
,maciej-kowalik,,,,
1498854,bartlomiej-iwanski,gryf-wejherowo,186,Right,
,gracjan-grot,,,,
1482706,patryk-gajda,sv-de-meer,,,
,filip-brzezinski,,,,
1513540,krystian-michalski,kotwica-kolobrzeg,190,,
1511924,bartosz-zelazowski,nice,195,,
,blazej-makar,,,,
1410224,mateusz-jasinski,vfl-wolfsburg-u19,187,Left,
1514899,milosz-lewandowski,miedz-legnica,,,
1388675,bartosz-farbiszewski,polonia-bytom,189,Left,72000
,jan-marianowski,,,,
1144613,cezary-polak,kotwica-kolobrzeg,184,,
1124209,artemijus-tutyskinas,lks-lodz,190,Left,325000
,filip-szewczyk,,,,
1388651,franciszek-polowiec,stal-rzeszow,175,Right,205000
,daniel-lemanski,,,,
,anes-kherouf,,,,
,arkadiusz-raczynski,,,,
,jakub-jablonski,,,,
1513535,patryk-pytlewski,kotwica-kolobrzeg,180,Right,
,mateusz-szmyd,,,,
1127328,marcel-blachewicz,gks-tychy,184,Left,380000
,piotr-rum,,,,
,dawid-kalek,,,,
,bogusz-wisniewski,,,,
1211028,dawid-drachal,rakow-czestochowa,181,Both,940000
,filip-felszer,,,,
,peter-juritka,,,,
1087525,kamil-odolak,pogon-grodzisk-mazowiecki,186,Right,
,piotr-bober,,,,
,aleksander-sawosz,,,,
,michal-dubiel,,,,
,pawel-debosz,,,,
,eryk-dudek,,,,
,milosz-zmudzki,,,,
,bartlomiej-fojt,,,,
,szymon-witek,,,,
,michal-mroz,,,,
,tomasz-ficek,,,,
,arkadiusz-kaczynski,,,,
,bartlomiej-gierek,,,,
,mateusz-gniecki,,,,
1148077,jakub-marcinkowski,hutnik-krakow,178,Right,
1148085,mikolaj-styrczula,no-team,185,,
1132965,mateusz-gajda,lks-goczalkowice-zdroj,193,,
1148083,michal-wrobel,no-team,181,Right,
,aleks-lesniak,,,,
,bartlomiej-wloch,,,,
,dawid-ogarek,,,,
,filip-barabasz,,,,
,igor-pawela,,,,
,krystian-kadzielski,,,,
,sebastian-maderak,,,,
,kamil-oles,,,,
,wiktor-kowalski,,,,
,paskal-zgierski,,,,
,filip-kosakowski,,,,
,kuba-czyz,,,,
1487259,konrad-kornas,igloopol-debica,,,
1138745,alan-piskorz,pogon-staszow,,,
1513513,krystian-lelek,hutnik-krakow,186,Right,
,dawid-zakieta,,,,
,jakub-ogarek,,,,
,jakub-wieczorek,,,,
,chawkat-zakareya,,,,
1148162,pawel-budzynski,polonia-sroda-wielkopolska,188,Right,23000
1146275,norbert-czaplinski,no-team,,,
1148030,sebastian-sobolewski,sleza-wroclaw,185,Both,27000
,mateusz-bulman,,,,
1148160,oskar-mielcarz,wisla-pulawy,198,,23000
,mikolaj-marszalek,,,,
1594628,patryk-szymanski,mkp-carina-gubin,195,,
1148153,maksymilian-trepczynski,warta-gorzow-wielkopolski,185,,
1148127,filip-kozlowski,no-team,188,,
1627327,mateusz-nawrocki,as-kolbudy,,,
,mateusz-stawny,,,,
1424303,milosz-gluski,fk-chlumec-nad-cidlinou,,,
1148159,michal-szmigiel,polonia-bytom,171,Both,
1148148,igor-maruszak,olimpia-grudziadz,181,Right,
1133036,kuba-wisniewski,wisla-krakow,178,,27000
,kacper-lyszczarczyk,,,,
,michal-skowron,,,,
1148124,filip-gryglak,no-team,180,Right,27000
1148117,szymon-michalski,slask-wroclaw-ii,192,Right,135000
1148150,kacper-dachnowski,mks-kluczbork,177,,
1144422,oskar-hampel,sleza-wroclaw,176,,
1172645,jakub-jezierski,slask-wroclaw-ii,186,Left,
,jakub-zawadzki,,,,
,lukasz-gerstenstein,,,,
,natan-wysinski,,,,
1390515,milosz-kurowski,slask-wroclaw,176,,26000
1149852,karol-borys,kvc-westerlo,174,Left,1100000
1148147,hubert-konstanty,olimpia-ii-grudziadz,,,
1148163,ryszard-jakubiak,aep-polemidion,170,Right,
,michal-dryja,,,,
,kacper-glowienkowski,,,,
1148047,filip-michalski,sleza-wroclaw,185,Right,
1388662,marcin-barton,wisla-krakow,186,,26000
,dawid-matuszewski,,,,
1149231,dawid-gruszecki,zaglebie-lubin-ii,180,Right,
,klaudiusz-mazur,,,,
998342,piotr-gul,,,,
,milosz-lis,,,,
,daniel-kandziora,,,,
1494095,wiktor-rusin,ruch-chorzow,,,
1594619,damian-plonka,mkp-carina-gubin,181,Right,
,ksawery-mazurkiewicz,,,,
,kamil-bialik,,,,
,jakub-homski,,,,
,remigiusz-dylewski,,,,
,szymon-przybylski,,,,
,dawid-partyka,,,,
,bartlomiej-sten,,,,
1138723,maciej-styczynski,star-starachowice,,,
,jakub-cembala,,,,
,patryk-brzostek,,,,
,wojciech-bartus,,,,
,kacper-sibik,,,,
,mateusz-lachowicz,,,,
,robert-paryla,,,,
,kacper-golka,,,,
,wiktor-owcarz,,,,
,oskar-zych,,,,
,kamil-komandera,,,,
,dawid-slusarczyk,,,,
,robert-salamon,,,,
,oliwer-mansfeld,,,,
,maksymilian-gruszczynski,,,,
,remigiusz-flasz,,,,
,jakub-antkiewicz,,,,
,dawid-salamon,,,,
1609194,adrian-gawlik,zawisza-leka-opatowska,,,
,dominik-gurdek,,,,
,michal-nadolski,,,,
1144418,jakub-wasowski,no-team,188,Right,
1513575,jakub-burek,pogon-siedlce,188,Both,
,jakub-klys,,,,
,mateusz-siodos,,,,
,bartosz-zasadzinski,,,,
,oskar-bloch,,,,
,jakub-wronski,,,,
,mikolaj-owsiak,,,,
1161838,igor-drapinski,wisla-plock,186,Left,185000
,sebastian-padyk,,,,
,wiktor-florczak,,,,
1131787,patryk-domagala,kszo-ostrowiec-swietokrzyski,188,Right,24000
,wiktor-milonski,,,,
,gracjan-szpucha,,,,
1212534,mateusz-letkiewicz,,,,
,jakub-dydak,,,,
,adam-dela,,,,
1513060,karol-lysiak,stal-rzeszow,178,,105000
,wiktor-firasiewicz,,,,
,karol-ira,,,,
,konrad-urbanski,,,,
,marek-gradzki,,,,
,jakub-krol,,,,
,michal-robakiewicz,,,,
,maksym-rosinski,,,,
,jakub-garnysz,,,,
,mikolaj-laskowski,,,,
1484264,maximilian-cetnarski,wislok-wisniowa,,,
,leonard-zmarzlik,,,,
,eryk-furman,,,,
1149233,jakub-jedrasik,bruk-bet-termalica-nieciecza,174,Both,310000
,jakub-paciorek,,,,
,oskar-swiatkowski,,,,
,filip-kepisty,,,,
,szymon-kuna,,,,
,piotr-woznikiewicz,,,,
,oskar-mazgola,,,,
833695,andrei-vlad,fcsb,190,Left,410000
,catalin-straton,,,,
914414,stefan-tarnovanu,fcsb,197,Right,2600000
942189,razvan-ducan,fc-botosani,192,Right,440000
1033269,mihai-udrea,,,,
886256,toma-niga,acsm-politehnica-iasi,197,,53000
578526,iulian-cristea,fc-rapid-bucuresti,185,Right,825000
557342,andrei-miron,fc-botosani,185,Right,575000
844579,denis-harut,fcsb,180,Right,385000
927987,stefan-cana,csm-alexandria,180,Right,145000
1122790,catalin-gogor,,,,
117128,risto-radunovic,fcsb,184,Left,1500000
870126,ionut-pantiru,fcsb,179,Left,52000
786172,marius-briceag,mks-korona-kielce,174,Left,260000
32997,aristidis-soiledis,,,,
,sorin-serban,,,,
991949,marian-botezatu,cs-aerostar-bacau,183,Left,24000
44478,valentin-cretu,fcsb,176,Right,265000
100793,gabriel-enache,no-team,174,Right,92000
1033266,alexandru-pantea,fcsb,172,Both,830000
797595,ovidiu-popescu,fcsb,181,Right,775000
849788,gabriel-simion,fc-universitatea-cluj,177,Right,570000
839577,adrian-sut,fcsb,185,Right,2100000
988577,ovidiu-perianu,fc-gloria-buzau,177,Right,155000
361148,dragos-nedelcu,fcv-farul-constanta,189,,775000
44545,lucian-filip,no-team,184,Left,
202426,ionut-vina,fcv-farul-constanta,179,Left,470000
843193,razvan-oaida,fc-rapid-bucuresti,182,Right,800000
1000573,andrei-pandele,fcsb-ii,181,Both,120000
1108427,aurelian-ciuciulete,romania-u20,186,Right,47000
1112049,ciprian-timis,cs-minerul-1947-ocna-dej,,,
537032,florin-tanase,al-akhdood,185,Right,3100000
812808,darius-olaru,fcsb,177,Left,6700000
927989,robert-ion,acsm-politehnica-iasi,179,Right,260000
44633,david-caiado,no-team,175,Both,
1142723,alexandru-musi,fc-petrolul-ploiesti,180,Right,550000
794254,florinel-coman,fcsb,182,Right,4500000
1067660,octavian-popescu,,,,
990003,cristian-dumitru,,,,
979077,adrian-nita,,,,
812145,dennis-man,parma,182,Left,5200000
833613,olimpiu-morutan,mke-ankaragucu,172,Left,3900000
,ovidiu-horsia,,,,
70723,sergiu-bus,acsm-politehnica-iasi,185,Right,210000
813714,adrian-petre,no-team,188,Right,145000
317707,alexandru-buziuc,csm-ceahlaul-piatra-neamt,182,Right,115000
55138,ante-vukusic,nk-varazdin,180,Right,270000
,goran-karanovic,,,,
1112041,andrei-istrate,fcsb-ii,,,
941742,laurentiu-ardelean,cs-afumati,182,Right,105000
1112044,david-kecskes,no-team,186,,
1099710,gabriel-fulga,,,,
173351,mirko-pigliacelli,palermo,185,Right,1000000
844468,laurentiu-popescu,cs-universitatea-craiova,185,Right,1000000
18791,andrei-marinescu,no-team,191,Right,
190295,mihai-balasa,sepsi-osk,186,Right,830000
149733,antoine-conte,botev-plovdiv,180,Right,280000
,stephane-acka,,,,
,marius-constantin,,,,
69336,paul-papp,fc-petrolul-ploiesti,189,Right,525000
199092,nicusor-bancu,cs-universitatea-craiova,182,Left,1600000
96331,bogdan-vatajelu,fk-aktobe,171,Left,725000
844469,stefan-vladoiu,cs-universitatea-craiova,178,Right,520000
1107014,ionut-mitran,,,,
,alexandru-olteanu,,,,
840529,vladimir-screciu,cs-universitatea-craiova,183,Left,2300000
,dan-nistor,,,,
44443,alexandru-mateiu,cs-universitatea-craiova,175,Right,515000
1085434,mihai-capatina,cs-universitatea-craiova,183,Right,795000
812807,ovidiu-bic,fc-universitatea-cluj,178,Left,620000
871668,antoni-ivanov,lokomotiv-sofia,170,Right,360000
65952,matteo-fedele,chindia-targoviste,185,Right,105000
940917,vasile-constantin,no-team,,,93000
827540,alexandru-cicaldau,konyaspor,178,Right,3600000
988473,stefan-baiaram,cs-universitatea-craiova,185,Right,775000
925242,valentin-mihaila,parma,177,Right,2100000
361164,andrei-ivan,cs-universitatea-craiova,189,Right,2300000
103390,reagy-ofosu,fc-botosani,176,Right,160000
827685,andrei-burlacu,,,,
1063274,marian-danciu,,,,
,cristian-barbut,,,,
,alexandru-cimpanu,,,,
360902,elvir-koljic,cs-universitatea-craiova,191,Right,860000
279551,alexandru-tudorie,uta-arad,192,Right,860000
843445,ivan-mamut,terengganu,192,Left,230000
71393,mihai-roman,,,,
1122818,atanas-trica,,,,
42058,giedrius-arlauskis,no-team,192,Left,
98575,cristian-balgradean,cfr-1907-cluj,187,Right,155000
71809,grzegorz-sandomierski,no-team,196,Left,
1031665,otto-hindrich,cfr-1907-cluj,193,Left,270000
839778,rares-murariu,ssu-politehnica-timisoara,197,Right,97000
928925,ionut-rus,csm-resita,198,Right,155000
1093101,bogdan-checiches,cs-sanatatea-servicii-publice-cluj-napoca,187,Right,24000
846999,andrei-burca,al-akhdood,188,Right,3500000
