sofascore_id,transfermarkt_id,tournament_id,season_id,rating
826057,391005,17,52186,6.9
826057,391005,17,52186,7
826057,391005,17,52186,6.1
826057,391005,17,52186,7.3
826057,391005,17,52186,6.3
826057,391005,17,52186,6.9
826057,391005,17,52186,7
826057,391005,17,52186,6.1
826057,391005,17,52186,7.3
826057,391005,17,52186,6.3
826057,391005,17,52186,6.9
826057,391005,17,52186,7
826057,391005,17,52186,6.1
826057,391005,17,52186,7.3
826057,391005,17,52186,6.3
826057,391005,19,55978,6.5
826057,391005,19,55978,6.9
826057,391005,19,55978,6.5
826057,391005,19,55978,6.9
826057,391005,17,52186,6.9
826057,391005,17,52186,7
826057,391005,17,52186,6.1
826057,391005,17,52186,7.3
826057,391005,17,52186,6.3
826057,391005,17,52186,6.9
826057,391005,17,52186,7
826057,391005,17,52186,6.1
826057,391005,17,52186,7.3
826057,391005,17,52186,6.3
837010,422932,20,47806,6.7
837010,422932,20,47806,7.4
837010,422932,20,47806,6.6
837010,422932,20,47806,7.2
837010,422932,20,47806,6.7
837010,422932,20,47806,6.7
837010,422932,20,47806,7.4
837010,422932,20,47806,6.6
837010,422932,20,47806,7.2
837010,422932,20,47806,6.7
837010,422932,20,47806,6.7
837010,422932,20,47806,7.4
837010,422932,20,47806,6.6
837010,422932,20,47806,7.2
837010,422932,20,47806,6.7
837010,422932,20,47806,6.7
837010,422932,20,47806,7.4
837010,422932,20,47806,6.6
837010,422932,20,47806,7.2
837010,422932,20,47806,6.7
837010,422932,20,47806,6.7
837010,422932,20,47806,7.4
837010,422932,20,47806,6.6
837010,422932,20,47806,7.2
837010,422932,20,47806,6.7
837010,422932,20,47806,6.7
837010,422932,20,47806,7.4
837010,422932,20,47806,6.6
837010,422932,20,47806,7.2
837010,422932,20,47806,6.7
837010,422932,20,47806,6.7
837010,422932,20,47806,7.4
837010,422932,20,47806,6.6
837010,422932,20,47806,7.2
837010,422932,20,47806,6.7
837010,422932,20,47806,6.7
837010,422932,20,47806,7.4
837010,422932,20,47806,6.6
837010,422932,20,47806,7.2
837010,422932,20,47806,6.7
837010,422932,20,47806,6.7
837010,422932,20,47806,7.4
837010,422932,20,47806,6.6
837010,422932,20,47806,7.2
837010,422932,20,47806,6.7
837010,422932,20,47806,6.7
837010,422932,20,47806,7.4
837010,422932,20,47806,6.6
837010,422932,20,47806,7.2
837010,422932,20,47806,6.7
837010,422932,20,47806,6.7
837010,422932,20,47806,7.4
837010,422932,20,47806,6.6
837010,422932,20,47806,7.2
837010,422932,20,47806,6.7
837010,422932,20,47806,6.7
837010,422932,20,47806,7.4
837010,422932,20,47806,6.6
837010,422932,20,47806,7.2
837010,422932,20,47806,6.7
837010,422932,20,47806,6.7
837010,422932,20,47806,7.4
837010,422932,20,47806,6.6
837010,422932,20,47806,7.2
837010,422932,20,47806,6.7
837010,422932,20,47806,6.7
837010,422932,20,47806,7.4
837010,422932,20,47806,6.6
837010,422932,20,47806,7.2
837010,422932,20,47806,6.7
837010,422932,20,47806,6.7
837010,422932,20,47806,7.4
837010,422932,20,47806,6.6
837010,422932,20,47806,7.2
837010,422932,20,47806,6.7
837010,422932,20,47806,6.7
837010,422932,20,47806,7.4
837010,422932,20,47806,6.6
837010,422932,20,47806,7.2
837010,422932,20,47806,6.7
837010,422932,20,47806,6.7
837010,422932,20,47806,7.4
837010,422932,20,47806,6.6
837010,422932,20,47806,7.2
837010,422932,20,47806,6.7
837010,422932,20,47806,6.7
837010,422932,20,47806,7.4
837010,422932,20,47806,6.6
837010,422932,20,47806,7.2
837010,422932,20,47806,6.7
837010,422932,20,47806,6.7
837010,422932,20,47806,7.4
837010,422932,20,47806,6.6
837010,422932,20,47806,7.2
837010,422932,20,47806,6.7
837010,422932,20,47806,6.7
837010,422932,20,47806,7.4
837010,422932,20,47806,6.6
837010,422932,20,47806,7.2
837010,422932,20,47806,6.7
837010,422932,20,47806,6.7
837010,422932,20,47806,7.4
837010,422932,20,47806,6.6
837010,422932,20,47806,7.2
837010,422932,20,47806,6.7
837010,422932,20,47806,6.7
837010,422932,20,47806,7.4
837010,422932,20,47806,6.6
837010,422932,20,47806,7.2
837010,422932,20,47806,6.7
837010,422932,20,47806,6.7
837010,422932,20,47806,7.4
837010,422932,20,47806,6.6
837010,422932,20,47806,7.2
837010,422932,20,47806,6.7
837010,422932,20,47806,6.7
837010,422932,20,47806,7.4
837010,422932,20,47806,6.6
837010,422932,20,47806,7.2
837010,422932,20,47806,6.7
837010,422932,20,47806,6.7
837010,422932,20,47806,7.4
837010,422932,20,47806,6.6
837010,422932,20,47806,7.2
837010,422932,20,47806,6.7
837010,422932,20,47806,6.7
837010,422932,20,47806,7.4
837010,422932,20,47806,6.6
837010,422932,20,47806,7.2
837010,422932,20,47806,6.7
837010,422932,20,47806,6.7
837010,422932,20,47806,7.4
837010,422932,20,47806,6.6
837010,422932,20,47806,7.2
837010,422932,20,47806,6.7
1008456,541628,39,41914,7.2
1008456,541628,39,41914,7.1
1008456,541628,39,41914,6.9
1008456,541628,39,41914,7.7
1008456,541628,39,41914,6.9
1008456,541628,39,41914,7.2
1008456,541628,39,41914,7.1
1008456,541628,39,41914,6.9
1008456,541628,39,41914,7.7
1008456,541628,39,41914,6.9
1008456,541628,39,41914,7.2
1008456,541628,39,41914,7.1
1008456,541628,39,41914,6.9
1008456,541628,39,41914,7.7
1008456,541628,39,41914,6.9
1008456,541628,39,52172,6.6
1008456,541628,39,52172,6.6
1008456,541628,39,52172,7
1008456,541628,39,52172,7.1
1008456,541628,39,52172,7
1008456,541628,39,52172,6.6
1008456,541628,39,52172,6.6
1008456,541628,39,52172,7
1008456,541628,39,52172,7.1
1008456,541628,39,52172,7
1008456,541628,39,52172,6.6
1008456,541628,39,52172,6.6
1008456,541628,39,52172,7
1008456,541628,39,52172,7.1
1008456,541628,39,52172,7
1008456,541628,39,52172,6.6
1008456,541628,39,52172,6.6
1008456,541628,39,52172,7
1008456,541628,39,52172,7.1
1008456,541628,39,52172,7
1008456,541628,39,52172,6.6
1008456,541628,39,52172,6.6
1008456,541628,39,52172,7
1008456,541628,39,52172,7.1
1008456,541628,39,52172,7
1008456,541628,39,52172,6.6
1008456,541628,39,52172,6.6
1008456,541628,39,52172,7
1008456,541628,39,52172,7.1
1008456,541628,39,52172,7
1008456,541628,39,52172,6.6
1008456,541628,39,52172,6.6
1008456,541628,39,52172,7
1008456,541628,39,52172,7.1
1008456,541628,39,52172,7
1008456,541628,39,52172,6.6
1008456,541628,39,52172,6.6
1008456,541628,39,52172,7
1008456,541628,39,52172,7.1
1008456,541628,39,52172,7
1008456,541628,39,52172,6.6
1008456,541628,39,52172,6.6
1008456,541628,39,52172,7
1008456,541628,39,52172,7.1
1008456,541628,39,52172,7
1008456,541628,39,52172,6.6
1008456,541628,39,52172,6.6
1008456,541628,39,52172,7
1008456,541628,39,52172,7.1
1008456,541628,39,52172,7
1008456,541628,39,52172,6.6
1008456,541628,39,52172,6.6
1008456,541628,39,52172,7
1008456,541628,39,52172,7.1
1008456,541628,39,52172,7
1008456,541628,39,52172,6.6
1008456,541628,39,52172,6.6
1008456,541628,39,52172,7
1008456,541628,39,52172,7.1
1008456,541628,39,52172,7
1008456,541628,39,52172,6.6
1008456,541628,39,52172,6.6
1008456,541628,39,52172,7
1008456,541628,39,52172,7.1
1008456,541628,39,52172,7
1008456,541628,39,52172,6.6
1008456,541628,39,52172,6.6
1008456,541628,39,52172,7
1008456,541628,39,52172,7.1
1008456,541628,39,52172,7
1008456,541628,39,52172,6.6
1008456,541628,39,52172,6.6
1008456,541628,39,52172,7
1008456,541628,39,52172,7.1
1008456,541628,39,52172,7
1008456,541628,39,52172,6.6
1008456,541628,39,52172,6.6
1008456,541628,39,52172,7
1008456,541628,39,52172,7.1
1008456,541628,39,52172,7
987802,541594,20,40405,7
987802,541594,20,40405,6.5
987802,541594,20,40405,6.3
987802,541594,20,40405,6.6
987802,541594,20,40405,7.3
987802,541594,20,40405,7
987802,541594,20,40405,6.5
987802,541594,20,40405,6.3
987802,541594,20,40405,6.6
987802,541594,20,40405,7.3
987802,541594,20,40405,7
987802,541594,20,40405,6.5
987802,541594,20,40405,6.3
987802,541594,20,40405,6.6
987802,541594,20,40405,7.3
987802,541594,20,40405,7
987802,541594,20,40405,6.5
987802,541594,20,40405,6.3
987802,541594,20,40405,6.6
987802,541594,20,40405,7.3
987802,541594,20,40405,7
987802,541594,20,40405,6.5
987802,541594,20,40405,6.3
987802,541594,20,40405,6.6
987802,541594,20,40405,7.3
987802,541594,20,40405,7
987802,541594,20,40405,6.5
987802,541594,20,40405,6.3
987802,541594,20,40405,6.6
987802,541594,20,40405,7.3
987802,541594,20,47806,6.5
987802,541594,20,47806,6.5
987802,541594,20,47806,
987802,541594,20,47806,6.7
987802,541594,20,47806,
987802,541594,20,47806,6.5
987802,541594,20,47806,6.5
987802,541594,20,47806,
987802,541594,20,47806,6.7
987802,541594,20,47806,
987802,541594,20,47806,6.5
987802,541594,20,47806,6.5
987802,541594,20,47806,
987802,541594,20,47806,6.7
987802,541594,20,47806,
987802,541594,20,47806,6.5
987802,541594,20,47806,6.5
987802,541594,20,47806,
987802,541594,20,47806,6.7
987802,541594,20,47806,
987802,541594,20,47806,6.5
987802,541594,20,47806,6.5
987802,541594,20,47806,
987802,541594,20,47806,6.7
987802,541594,20,47806,
987802,541594,20,47806,6.5
987802,541594,20,47806,6.5
987802,541594,20,47806,
987802,541594,20,47806,6.7
987802,541594,20,47806,
987802,541594,20,47806,6.5
987802,541594,20,47806,6.5
987802,541594,20,47806,
987802,541594,20,47806,6.7
987802,541594,20,47806,
987802,541594,20,47806,6.5
987802,541594,20,47806,6.5
987802,541594,20,47806,
987802,541594,20,47806,6.7
987802,541594,20,47806,
987802,541594,20,47806,6.5
987802,541594,20,47806,6.5
987802,541594,20,47806,
987802,541594,20,47806,6.7
987802,541594,20,47806,
987802,541594,20,47806,6.5
987802,541594,20,47806,6.5
987802,541594,20,47806,
987802,541594,20,47806,6.7
987802,541594,20,47806,
987802,541594,20,47806,6.5
987802,541594,20,47806,6.5
987802,541594,20,47806,
987802,541594,20,47806,6.7
987802,541594,20,47806,
987802,541594,20,47806,6.5
987802,541594,20,47806,6.5
987802,541594,20,47806,
987802,541594,20,47806,6.7
987802,541594,20,47806,
987802,541594,20,47806,6.5
987802,541594,20,47806,6.5
987802,541594,20,47806,
987802,541594,20,47806,6.7
987802,541594,20,47806,
987802,541594,20,47806,6.5
987802,541594,20,47806,6.5
987802,541594,20,47806,
987802,541594,20,47806,6.7
987802,541594,20,47806,
987802,541594,20,47806,6.5
987802,541594,20,47806,6.5
987802,541594,20,47806,
987802,541594,20,47806,6.7
987802,541594,20,47806,
987802,541594,20,47806,6.5
987802,541594,20,47806,6.5
987802,541594,20,47806,
987802,541594,20,47806,6.7
987802,541594,20,47806,
987802,541594,20,47806,6.5
987802,541594,20,47806,6.5
987802,541594,20,47806,
987802,541594,20,47806,6.7
987802,541594,20,47806,
987802,541594,20,47806,6.5
987802,541594,20,47806,6.5
987802,541594,20,47806,
987802,541594,20,47806,6.7
987802,541594,20,47806,
987802,541594,20,47806,6.5
987802,541594,20,47806,6.5
987802,541594,20,47806,
987802,541594,20,47806,6.7
987802,541594,20,47806,
957279,574385,853,47778,6.5
957279,574385,853,47778,6.6
957279,574385,853,47778,6.3
957279,574385,853,47778,6.9
957279,574385,853,47778,6.5
957279,574385,853,47778,6.6
957279,574385,853,47778,6.3
957279,574385,853,47778,6.9
957279,574385,853,47778,6.5
957279,574385,853,47778,6.6
957279,574385,853,47778,6.3
957279,574385,853,47778,6.9
957279,574385,853,47778,6.5
957279,574385,853,47778,6.6
957279,574385,853,47778,6.3
957279,574385,853,47778,6.9
957279,574385,34,52571,7
957279,574385,34,52571,7.2
957279,574385,34,52571,7.1
957279,574385,34,52571,6.6
957279,574385,34,52571,6.6
957279,574385,34,52571,7
957279,574385,34,52571,7.2
957279,574385,34,52571,7.1
957279,574385,34,52571,6.6
957279,574385,34,52571,6.6
957279,574385,34,52571,7
957279,574385,34,52571,7.2
957279,574385,34,52571,7.1
957279,574385,34,52571,6.6
957279,574385,34,52571,6.6
957279,574385,27,46599,6.8
957279,574385,27,46599,7
957279,574385,27,46599,6.6
957279,574385,27,46599,6.5
957279,574385,27,46599,7
957279,574385,34,52571,7
957279,574385,34,52571,7.2
957279,574385,34,52571,7.1
957279,574385,34,52571,6.6
957279,574385,34,52571,6.6
957279,574385,34,52571,7
957279,574385,34,52571,7.2
957279,574385,34,52571,7.1
957279,574385,34,52571,6.6
957279,574385,34,52571,6.6
957279,574385,34,52571,7
957279,574385,34,52571,7.2
957279,574385,34,52571,7.1
957279,574385,34,52571,6.6
957279,574385,34,52571,6.6
957279,574385,34,52571,7
957279,574385,34,52571,7.2
957279,574385,34,52571,7.1
957279,574385,34,52571,6.6
957279,574385,34,52571,6.6
957279,574385,27,46599,6.8
957279,574385,27,46599,7
957279,574385,27,46599,6.6
957279,574385,27,46599,6.5
957279,574385,27,46599,7
957279,574385,27,46599,6.8
957279,574385,27,46599,7
957279,574385,27,46599,6.6
957279,574385,27,46599,6.5
957279,574385,27,46599,7
957279,574385,34,52571,7
957279,574385,34,52571,7.2
957279,574385,34,52571,7.1
957279,574385,34,52571,6.6
957279,574385,34,52571,6.6
957279,574385,34,52571,7
957279,574385,34,52571,7.2
957279,574385,34,52571,7.1
957279,574385,34,52571,6.6
957279,574385,34,52571,6.6
957279,574385,34,52571,7
957279,574385,34,52571,7.2
957279,574385,34,52571,7.1
957279,574385,34,52571,6.6
957279,574385,34,52571,6.6
957279,574385,34,52571,7
957279,574385,34,52571,7.2
957279,574385,34,52571,7.1
957279,574385,34,52571,6.6
957279,574385,34,52571,6.6
957279,574385,27,46599,6.8
957279,574385,27,46599,7
957279,574385,27,46599,6.6
957279,574385,27,46599,6.5
957279,574385,27,46599,7
957279,574385,27,46599,6.8
957279,574385,27,46599,7
957279,574385,27,46599,6.6
957279,574385,27,46599,6.5
957279,574385,27,46599,7
957279,574385,34,52571,7
957279,574385,34,52571,7.2
957279,574385,34,52571,7.1
957279,574385,34,52571,6.6
957279,574385,34,52571,6.6
957279,574385,34,52571,7
957279,574385,34,52571,7.2
957279,574385,34,52571,7.1
957279,574385,34,52571,6.6
957279,574385,34,52571,6.6
957279,574385,34,52571,7
957279,574385,34,52571,7.2
957279,574385,34,52571,7.1
957279,574385,34,52571,6.6
957279,574385,34,52571,6.6
957279,574385,34,52571,7
957279,574385,34,52571,7.2
957279,574385,34,52571,7.1
957279,574385,34,52571,6.6
957279,574385,34,52571,6.6
957279,574385,34,52571,7
957279,574385,34,52571,7.2
957279,574385,34,52571,7.1
957279,574385,34,52571,6.6
957279,574385,34,52571,6.6
957279,574385,335,56287,8.3
957279,574385,335,56287,7.9
957279,574385,34,52571,7
957279,574385,34,52571,7.2
957279,574385,34,52571,7.1
957279,574385,34,52571,6.6
957279,574385,34,52571,6.6
957279,574385,335,56287,8.3
957279,574385,335,56287,7.9
957279,574385,34,52571,7
957279,574385,34,52571,7.2
957279,574385,34,52571,7.1
957279,574385,34,52571,6.6
957279,574385,34,52571,6.6
1091024,569658,39,29247,6.5
1091024,569658,39,29247,6.3
1091024,569658,39,29247,6.3
1091024,569658,39,29247,6.5
1091024,569658,39,29247,6.5
1091024,569658,39,29247,6.3
1091024,569658,39,29247,6.3
1091024,569658,39,29247,6.5
1091024,569658,39,29247,6.5
1091024,569658,39,29247,6.3
1091024,569658,39,29247,6.3
1091024,569658,39,29247,6.5
1091024,569658,39,29247,6.5
1091024,569658,39,29247,6.3
1091024,569658,39,29247,6.3
1091024,569658,39,29247,6.5
1091024,569658,39,29247,6.5
1091024,569658,39,29247,6.3
1091024,569658,39,29247,6.3
1091024,569658,39,29247,6.5
1091024,569658,39,29247,6.5
1091024,569658,39,29247,6.3
1091024,569658,39,29247,6.3
1091024,569658,39,29247,6.5
1091024,569658,65,52684,6.7
1091024,569658,65,52684,6.9
1091024,569658,65,52684,7.1
1091024,569658,65,52684,
1091024,569658,65,52684,6.7
1091024,569658,65,52684,6.9
1091024,569658,65,52684,7.1
1091024,569658,65,52684,
1091024,569658,65,52684,6.7
1091024,569658,65,52684,6.9
1091024,569658,65,52684,7.1
1091024,569658,65,52684,
1091024,569658,65,52684,6.7
1091024,569658,65,52684,6.9
1091024,569658,65,52684,7.1
1091024,569658,65,52684,
1091024,569658,65,52684,6.7
1091024,569658,65,52684,6.9
1091024,569658,65,52684,7.1
1091024,569658,65,52684,
1091024,569658,65,52684,6.7
1091024,569658,65,52684,6.9
1091024,569658,65,52684,7.1
1091024,569658,65,52684,
1091024,569658,65,52684,6.7
1091024,569658,65,52684,6.9
1091024,569658,65,52684,7.1
1091024,569658,65,52684,
1091024,569658,65,52684,6.7
1091024,569658,65,52684,6.9
1091024,569658,65,52684,7.1
1091024,569658,65,52684,
826069,391004,217,52284,6.4
826069,391004,217,52284,6.9
826069,391004,217,52284,8.3
826069,391004,35,52608,7
826069,391004,35,52608,7.6
826069,391004,35,52608,7.5
826069,391004,35,52608,6.7
826069,391004,35,52608,7.4
826069,391004,35,52608,7
826069,391004,35,52608,7.6
826069,391004,35,52608,7.5
826069,391004,35,52608,6.7
826069,391004,35,52608,7.4
826069,391004,35,52608,7
826069,391004,35,52608,7.6
826069,391004,35,52608,7.5
826069,391004,35,52608,6.7
826069,391004,35,52608,7.4
826069,391004,27,46599,6.5
826069,391004,27,46599,7
826069,391004,27,46599,7.1
826069,391004,27,46599,7.8
826069,391004,27,46599,6.7
826069,391004,27,46599,6.5
826069,391004,27,46599,7
826069,391004,27,46599,7.1
826069,391004,27,46599,7.8
826069,391004,27,46599,6.7
826069,391004,35,52608,7
826069,391004,35,52608,7.6
826069,391004,35,52608,7.5
826069,391004,35,52608,6.7
826069,391004,35,52608,7.4
826069,391004,35,52608,7
826069,391004,35,52608,7.6
826069,391004,35,52608,7.5
826069,391004,35,52608,6.7
826069,391004,35,52608,7.4
826069,391004,35,52608,7
826069,391004,35,52608,7.6
826069,391004,35,52608,7.5
826069,391004,35,52608,6.7
826069,391004,35,52608,7.4
826069,391004,35,52608,7
826069,391004,35,52608,7.6
826069,391004,35,52608,7.5
826069,391004,35,52608,6.7
826069,391004,35,52608,7.4
826069,391004,27,46599,6.5
826069,391004,27,46599,7
826069,391004,27,46599,7.1
826069,391004,27,46599,7.8
826069,391004,27,46599,6.7
826069,391004,27,46599,6.5
826069,391004,27,46599,7
826069,391004,27,46599,7.1
826069,391004,27,46599,7.8
826069,391004,27,46599,6.7
826069,391004,35,52608,7
826069,391004,35,52608,7.6
826069,391004,35,52608,7.5
826069,391004,35,52608,6.7
826069,391004,35,52608,7.4
826069,391004,35,52608,7
826069,391004,35,52608,7.6
826069,391004,35,52608,7.5
826069,391004,35,52608,6.7
826069,391004,35,52608,7.4
826069,391004,217,52284,6.4
826069,391004,217,52284,6.9
826069,391004,217,52284,8.3
826069,391004,35,52608,7
826069,391004,35,52608,7.6
826069,391004,35,52608,7.5
826069,391004,35,52608,6.7
826069,391004,35,52608,7.4
826069,391004,35,52608,7
826069,391004,35,52608,7.6
826069,391004,35,52608,7.5
826069,391004,35,52608,6.7
826069,391004,35,52608,7.4
826069,391004,27,46599,6.5
826069,391004,27,46599,7
826069,391004,27,46599,7.1
826069,391004,27,46599,7.8
826069,391004,27,46599,6.7
826069,391004,27,46599,6.5
826069,391004,27,46599,7
826069,391004,27,46599,7.1
826069,391004,27,46599,7.8
826069,391004,27,46599,6.7
826069,391004,35,52608,7
826069,391004,35,52608,7.6
826069,391004,35,52608,7.5
826069,391004,35,52608,6.7
826069,391004,35,52608,7.4
826069,391004,35,52608,7
826069,391004,35,52608,7.6
826069,391004,35,52608,7.5
826069,391004,35,52608,6.7
826069,391004,35,52608,7.4
826069,391004,217,52284,6.4
826069,391004,217,52284,6.9
826069,391004,217,52284,8.3
826069,391004,35,52608,7
826069,391004,35,52608,7.6
826069,391004,35,52608,7.5
826069,391004,35,52608,6.7
826069,391004,35,52608,7.4
826069,391004,35,52608,7
826069,391004,35,52608,7.6
