id,season,title,league_href,matches,goals,own_goal,from_bench,changes,yellow_card,two_yellow_card,red_card,lose_goals,clean_sheet,minutes
53442,2013/2014,Premyer Liqa,/premyer-liqasi/startseite/wettbewerb/AZ1,10,0,0,0,0,1,0,0,8,5,900
53442,2012/2013,Premyer Liqa,/premyer-liqasi/startseite/wettbewerb/AZ1,18,0,0,0,0,3,1,0,12,10,1616
53442,2012/2013,Premyer Liqasi Meisterschaftsrunde,/premyer-liqasi-meisterschaftsrunde/startseite/wettbewerb/AZ1M,9,0,0,0,0,2,0,0,9,4,810
53442,2011/2012,Fortuna Liga,/fortuna-liga/startseite/wettbewerb/TS1,22,0,0,0,0,3,0,0,32,6,1980
53442,2011/2012,MOL Cup,/mol-cup/startseite/pokalwettbewerb/TSP,1,0,0,0,0,0,0,0,2,0,90
53442,2010/2011,Prva Liga,/prva-liga/startseite/wettbewerb/SL1,10,0,0,0,0,2,0,0,22,2,900
53442,2010/2011,Fortuna Liga,/fortuna-liga/startseite/wettbewerb/TS1,3,0,0,0,0,1,0,0,7,0,270
53442,2010/2011,Pokal Slovenije,/pokal-slovenije/startseite/pokalwettbewerb/SLP,0,0,0,0,0,0,0,0,0,0,0
53442,2008/2009,Fortuna Puchar Polski,/fortuna-polnischer-pokal/startseite/pokalwettbewerb/POPU,2,0,0,0,0,0,0,0,4,0,180
53442,2007/2008,Fortuna Puchar Polski,/fortuna-polnischer-pokal/startseite/pokalwettbewerb/POPU,2,0,0,0,0,0,0,0,8,0,180
