id,slug,name,place_of_birth,brith_date,nationality,height,position,manager
820921,krystian-michalski,,Warszawa,12.03.2004,Polska,1.90,Bramkarz,
828889,bartosz-zelazowski,Bartosz Zelazowski,Warszawa,25.04.2005,Polska,1.93,Bramkarz,
820922,blazej-makar,Blazej Makar,Elk,26.02.2003,Polska,,Obronca,
618401,mateusz-jasinski,Mateusz Jasinski,,30.06.2005,Polska,1.87,Srodkowy obronca,
697870,milosz-lewandowski,Milosz Lewandowski,,24.07.2004,Polska,1.93,Srodkowy obronca,
697875,bartosz-farbiszewski,Bartosz Farbiszewski,,17.12.2002,Polska,1.89,Srodkowy obronca,Profus Management
826491,jan-marianowski,,,31.03.2003,Polska,,Srodkowy obronca,
705826,cezary-polak,,Otwock,31.05.2003,Polska,1.84,Lewy obronca,
647701,artemijus-tutyskinas,Artemijus Tutyskinas,Vilnius,8.08.2003,Litwa,1.89,Lewy obronca,VV Consulting
699222,filip-szewczyk,,,20.01.2003,Polska,,Prawy obronca,
720985,franciszek-polowiec,Franciszek Polowiec,Warszawa,27.02.2003,Polska,1.75,Prawy obronca,
820917,daniel-lemanski,Daniel Lemanski,,29.04.2003,Polska,,Pomocnik,
871222,anes-kherouf,,,,Algieria,,Pomocnik,
702390,arkadiusz-raczynski,,,28.06.2002,Polska,,Srodkowy pomocnik,
820920,jakub-jablonski,Jakub Jablonski,,30.11.2003,Polska,,Srodkowy pomocnik,
753883,patryk-pytlewski,,Siemianowice ...,25.07.2003,Polska,1.80,Prawy pomocnik,
727149,mateusz-szmyd,,Warszawa,28.06.2003,Polska,1.75,Prawy pomocnik,
720914,marcel-blachewicz,Marcel Blachewicz,Wloclawek,6.05.2003,Polska,1.87,Lewy pomocnik,
820918,piotr-rum,,,25.11.2003,Polska,,Ofensywny pomocnik,
820919,dawid-kalek,,,2.05.2003,Polska,,Ofensywny pomocnik,
826223,bogusz-wisniewski,,,17.06.2003,Polska,1.83,Ofensywny pomocnik,
895298,dawid-drachal,,Radom,31.01.2005,Polska,1.82,Ofensywny pomocnik,VPA SPORTS ...
847789,filip-felszer,,,29.07.2003,Polska,,Lewy napastnik,
705830,peter-juritka,,Bratislava,31.07.2004,Slowacja,1.84,Srodkowy napastnik,
697832,kamil-odolak,,,1.04.2002,Polska,1.86,Srodkowy napastnik,
702389,piotr-bober,,,4.03.2002,Polska,,Napastnik,
705827,aleksander-sawosz,,,21.04.2003,Polska,,Srodkowy napastnik,
820923,michal-dubiel,,,27.05.2003,Polska,,Napastnik,
820891,pawel-debosz,Pawel Debosz,,4.05.2004,Polska,,Bramkarz,
826798,eryk-dudek,,,2.02.2004,Polska,,Bramkarz,
826799,milosz-zmudzki,Milosz Zmudzki,,,Polska,,Bramkarz,
871189,bartlomiej-fojt,Bartlomiej Fot,Krakow,16.07.2003,Polska,1.84,Bramkarz,
895319,szymon-witek,,,6.09.2004,Polska,,Bramkarz,
820888,michal-mroz,Michal Mroz,,10.11.2003,Polska,,Obronca,
895311,tomasz-ficek,,,,Polska,,Obronca,
721766,arkadiusz-kaczynski,,,13.03.2003,Polska,,Srodkowy obronca,
751091,bartlomiej-gierek,Bartlomiej Gierek,,,Polska,,Srodkowy obronca,
820887,mateusz-gniecki,,,28.03.2003,Polska,,Srodkowy obronca,
820893,jakub-marcinkowski,,Krakow,11.12.2003,Polska,1.78,Lewy obronca,
543202,mikolaj-styrczula,Mikolaj Styrczula,,14.06.2002,Polska,1.85,Defensywny pomocnik,
858484,mateusz-gajda,,Katowice,18.04.2002,Polska,1.93,Defensywny pomocnik,
820885,michal-wrobel,Michal Wrobel,Bytom,5.05.2003,Polska,1.81,Defensywny pomocnik,
676599,aleks-lesniak,Aleks Lesniak,,17.01.2002,Polska,,Pomocnik,
699091,bartlomiej-wloch,Bartlomiej Wloch,,4.02.2002,Polska,,Pomocnik,
702520,dawid-ogarek,,,2.02.2002,Polska,,Pomocnik,
717894,filip-barabasz,,,21.09.2002,Polska,,Pomocnik,
820889,igor-pawela,,,1.03.2003,Polska,,Pomocnik,
820925,krystian-kadzielski,Krystian Kadzielski,,27.05.2003,Polska,,Pomocnik,
826369,sebastian-maderak,,,31.08.2003,Polska,,Pomocnik,
826800,kamil-oles,Kamil Oles,,17.01.2003,Polska,,Pomocnik,
848452,wiktor-kowalski,,,5.06.2004,Polska,,Pomocnik,
699068,paskal-zgierski,,,11.06.2002,Polska,1.79,Srodkowy pomocnik,
699098,filip-kosakowski,,,10.04.2003,Polska,,Srodkowy pomocnik,
828784,kuba-czyz,Kuba Czyz,,14.05.2003,Polska,,Srodkowy pomocnik,
699088,konrad-kornas,Konrad Kornas,,18.12.2003,Polska,1.72,Lewy napastnik,
699071,alan-piskorz,,,28.11.2002,Polska,1.82,Prawy napastnik,
820886,krystian-lelek,,Krakow,22.01.2003,Polska,1.86,Prawy napastnik,INNfootball
751090,dawid-zakieta,Dawid Zakieta,,23.01.2003,Polska,,Srodkowy napastnik,
826801,jakub-ogarek,,,31.01.2003,Polska,,Napastnik,
830741,jakub-wieczorek,,,,Polska,,Napastnik,
871214,chawkat-zakareya,,,,Polska,,Napastnik,
577306,pawel-budzynski,Pawel Budzynski,Zielona Gora,13.01.2003,Polska,1.91,Bramkarz,
716555,norbert-czaplinski,Norbert Czaplinski,,3.05.2004,Polska,,Bramkarz,
826318,sebastian-sobolewski,Sebastian Sobolewski,Wroclaw,24.02.2005,Polska,1.90,Bramkarz,
828786,mateusz-bulman,,,5.04.2004,Polska,,Bramkarz,
866431,oskar-mielcarz,,Poznan,14.04.2004,Polska,1.98,Bramkarz,
895297,mikolaj-marszalek,Mikolaj Marszalek,,,Polska,,Obronca,
553642,patryk-szymanski,Patryk Szymanski,Wroclaw,12.02.2002,Polska,1.95,Srodkowy obronca,
657211,maksymilian-trepczynski,Maksymilian Trepczynski,Gorzow Wielkopolski,9.09.2002,Polska,1.85,Srodkowy obronca,
826217,filip-kozlowski,Filip Kozlowski,,12.12.2003,Polska,1.88,Srodkowy obronca,
555054,mateusz-nawrocki,,,19.02.2004,Polska,,Srodkowy obronca,
709502,mateusz-stawny,,Wroclaw,,Polska,1.85,Srodkowy obronca,
826216,milosz-gluski,,,11.01.2003,Polska,,Srodkowy obronca,
697780,michal-szmigiel,Michal Szmigiel,Milicz,12.01.2003,Polska,1.71,Lewy obronca,
703302,igor-maruszak,,Dzierzoniow,5.05.2003,Polska,1.81,Prawy obronca,
634003,kuba-wisniewski,Kuba Wisniewski,Bydgoszcz,22.03.2004,Polska,1.78,Prawy obronca,
894398,kacper-lyszczarczyk,Kacper Wladyslaw Lyszczarczyk,,31.12.2004,Polska,,Prawy obronca,
750657,michal-skowron,Michal Skowron,Wroclaw,17.08.2003,Polska,1.82,Pomocnik,
795548,filip-gryglak,,Zgorzelec,2.09.2004,Polska,1.80,Defensywny pomocnik,
828895,szymon-michalski,Szymon Michalski,Milicz,8.03.2004,Polska,1.92,Defensywny pomocnik,
708447,kacper-dachnowski,,Opole,28.02.2003,Polska,1.77,Srodkowy pomocnik,
826214,oskar-hampel,,Wroclaw,16.09.2003,Polska,1.76,Srodkowy pomocnik,
825994,jakub-jezierski,,,9.07.2004,Polska,1.86,Srodkowy pomocnik,
826493,jakub-zawadzki,,Wroclaw,25.06.2004,Polska,1.82,Srodkowy pomocnik,
826215,lukasz-gerstenstein,,Kowary,,Polska,1.75,Prawy pomocnik,
697747,natan-wysinski,Natan Wysinski,Jastrzebie Zdroj,10.05.2003,Polska,1.82,Ofensywny pomocnik,
826319,milosz-kurowski,Milosz Kurowski,,30.07.2004,Polska,1.76,Ofensywny pomocnik,
890272,karol-borys,Karol Krzysztof Borys,Otmuchow,28.09.2006,Polska,1.74,Ofensywny pomocnik,Agent znany - U18
708446,hubert-konstanty,,Swidnica,12.06.2003,Polska,1.72,Lewy napastnik,
699927,ryszard-jakubiak,Ryszard Solomon Jakubiac,Wroclaw,21.05.2003,Polska,1.70,Prawy napastnik,
750656,michal-dryja,Michal Dryja,Kielce,17.05.2003,Polska,1.85,Prawy napastnik,
673494,kacper-glowienkowski,Kacper Glowienkowski,Milicz,1.03.2002,Polska,1.85,Srodkowy napastnik,
723588,filip-michalski,,Olawa,3.02.2003,Polska,1.85,Srodkowy napastnik,
610647,marcin-barton,Marcin Barton,,5.02.2004,Polska,1.86,Srodkowy napastnik,
871182,dawid-matuszewski,,Wroclaw,23.04.2004,Polska,1.85,Napastnik,
895320,dawid-gruszecki,,Brzeg Dolny,6.11.2005,Polska,1.80,Srodkowy napastnik,FairSport
700801,klaudiusz-mazur,,Pabianice,,Polska,1.87,Bramkarz,
750896,piotr-gul,,,,Polska,,Bramkarz,
825989,milosz-lis,Milosz Lis,,17.09.2003,Polska,,Bramkarz,
826254,daniel-kandziora,,,15.12.2003,Polska,,Bramkarz,
888631,wiktor-rusin,,Jastrzebie Zdroj,,Polska,1.93,Bramkarz,
698947,damian-plonka,,Rzeszow,13.05.2002,Polska,1.81,Srodkowy obronca,
698944,ksawery-mazurkiewicz,,,14.11.2002,Polska,,Srodkowy obronca,
825993,kamil-bialik,,,3.01.2003,Polska,,Srodkowy obronca,
828888,jakub-homski,,,15.11.2003,Polska,,Srodkowy obronca,
698951,remigiusz-dylewski,,,,Polska,,Lewy obronca,
825988,szymon-przybylski,,,10.11.2003,Polska,,Lewy obronca,
698945,dawid-partyka,,,24.04.2002,Polska,,Prawy obronca,
698948,bartlomiej-sten,,,31.01.2002,Polska,,Prawy obronca,
698954,maciej-styczynski,Maciej Styczynski,,29.11.2002,Polska,,Prawy obronca,
825991,jakub-cembala,,,22.03.2003,Polska,,Prawy obronca,
848440,patryk-brzostek,,,,Polska,,Pomocnik,
848935,wojciech-bartus,Wojciech Bartus,,23.06.2003,Polska,,Defensywny pomocnik,
888632,kacper-sibik,,,6.07.2003,Polska,,Pomocnik,
698943,mateusz-lachowicz,,,9.07.2002,Polska,,Srodkowy pomocnik,
728463,robert-paryla,,,29.01.2003,Polska,,Srodkowy pomocnik,
827475,kacper-golka,Kacper Golka,,13.12.2003,Polska,,Srodkowy pomocnik,
698953,wiktor-owcarz,,,19.07.2002,Polska,,Prawy pomocnik,
728462,oskar-zych,,,16.09.2003,Polska,,Prawy pomocnik,
698942,kamil-komandera,,,18.12.2002,Polska,,Lewy pomocnik,
698949,dawid-slusarczyk,Dawid Slusarczyk,,14.05.2002,Polska,,Ofensywny pomocnik,
825987,robert-salamon,,,7.12.2003,Polska,,Ofensywny pomocnik,
825992,oliwer-mansfeld,,,8.11.2004,Polska,1.73,Ofensywny pomocnik,
848441,maksymilian-gruszczynski,Maksymilian Gruszczynski,,9.05.2003,Polska,,Ofensywny pomocnik,
825990,remigiusz-flasz,,Pszczyna,10.09.2003,Polska,1.77,Lewy napastnik,
698939,jakub-antkiewicz,,,4.01.2002,Polska,,Prawy napastnik,
826255,dawid-salamon,,,25.05.2003,Polska,,Prawy napastnik,
635345,adrian-gawlik,,,20.03.2002,Polska,,Srodkowy napastnik,
750897,dominik-gurdek,,,18.04.2003,Polska,,Srodkowy napastnik,
827474,michal-nadolski,Michal Nadolski,,24.03.2003,Polska,,Srodkowy napastnik,
698965,jakub-wasowski,Jakub Wasowski,Minsk Mazowiecki,17.02.2002,Polska,1.88,Bramkarz,
697880,jakub-burek,,Lipsko,8.03.2003,Polska,1.88,Bramkarz,
697889,jakub-klys,Jakub Klys,,12.09.2002,Polska,,Bramkarz,
703074,mateusz-siodos,Mateusz Siodos,,4.01.2003,Polska,,Bramkarz,
893344,bartosz-zasadzinski,Bartosz Zasadzinski,,9.06.2003,Polska,,Bramkarz,
698966,oskar-bloch,Oskar Bloch,,18.04.2002,Polska,,Obronca,
697865,jakub-wronski,,,20.06.2003,Polska,1.89,Srodkowy obronca,
697885,mikolaj-owsiak,Mikolaj Owsiak,Opole,21.11.2002,Polska,1.91,Srodkowy obronca,
704970,igor-drapinski,Igor Drapinski,Kolo,31.05.2004,Polska,1.86,Srodkowy obronca,INNfootball
726707,sebastian-padyk,,Lodz,18.02.2004,Polska,1.82,Lewy obronca,
820534,wiktor-florczak,,,30.01.2003,Polska,,Lewy obronca,
697881,patryk-domagala,Patryk Domagala,,5.06.2002,Polska,1.88,Prawy obronca,
704971,wiktor-milonski,,,9.05.2002,Polska,,Prawy obronca,
820538,gracjan-szpucha,,Gdansk,20.04.2003,Polska,1.83,Prawy obronca,
904124,mateusz-letkiewicz,,Bielsko-Biala,7.05.2004,Polska,1.84,Prawy obronca,
697882,jakub-dydak,,,11.11.2002,Polska,1.80,Pomocnik,
820529,adam-dela,,,27.05.2003,Polska,,Pomocnik,
848784,karol-lysiak,Karol Lysiak,Tarnobrzeg,25.02.2004,Polska,1.78,Defensywny pomocnik,
820532,wiktor-firasiewicz,,,15.09.2003,Polska,,Srodkowy pomocnik,
828789,karol-ira,,,13.04.2003,Polska,,Srodkowy pomocnik,
697888,konrad-urbanski,,,26.04.2002,Polska,,Prawy pomocnik,
820535,marek-gradzki,Marek Gradzki,Lodz,7.02.2003,Polska,1.83,Prawy pomocnik,
820531,jakub-krol,Jakub Krol,Tomaszow Mazowiecki,13.11.2003,Polska,1.85,Lewy pomocnik,
569545,michal-robakiewicz,Michal Robakiewicz,,29.01.2003,Polska,,Lewy pomocnik,
698964,maksym-rosinski,Maksym Rosinski,Skierniewice,,Polska,,Lewy pomocnik,Profus Management
828887,jakub-garnysz,,Lodz,29.05.2003,Polska,1.80,Lewy pomocnik,
697858,mikolaj-laskowski,Mikolaj Laskowski,Zielona Gora,8.08.2002,Polska,1.82,Lewy pomocnik,
697855,maximilian-cetnarski,,,15.07.2002,Polska,1.77,Ofensywny pomocnik,
697867,leonard-zmarzlik,,Hamm,28.05.2003,Polska,1.83,Ofensywny pomocnik,
826802,eryk-furman,,,19.07.2003,Polska,1.78,Ofensywny pomocnik,
848943,jakub-jedrasik,Jakub Jedrasik,Lodz,7.04.2005,Polska,1.76,Ofensywny pomocnik,Promoesport
697878,jakub-paciorek,,,25.01.2002,Polska,1.80,Lewy napastnik,
826504,oskar-swiatkowski,,,,Polska,,Lewy napastnik,
826803,filip-kepisty,Filip Kepisty,Warszawa,19.08.2003,Polska,1.91,Prawy napastnik,
697857,szymon-kuna,,,22.01.2003,Polska,,Srodkowy napastnik,
820536,piotr-woznikiewicz,,,,Polska,,Srodkowy napastnik,
871220,oskar-mazgola,Oskar Mazgola,,24.06.2003,Polska,,Srodkowy napastnik,
424302,andrei-vlad,Andrei Daniel Vlad,Targoviste,15.04.1999,Rumunia,1.90,Bramkarz,
123251,catalin-straton,Catalin George Straton,Bukarest,,Rumunia,1.91,Bramkarz,
568544,stefan-tarnovanu,Stefan Tarnovanu,Iasi,9.05.2000,Rumunia,1.97,Bramkarz,
547853,razvan-ducan,Razvan Cristian Ducan,Videle,9.02.2001,Rumunia,1.92,Bramkarz,
786187,mihai-udrea,Mihai Razvan Udrea,Craiova,20.07.2001,Rumunia,1.86,Bramkarz,
276907,toma-niga,Toma Marinica Niga,Frumosu,15.08.1997,Rumunia,1.87,Bramkarz,
331971,iulian-cristea,Iulian Lucian Cristea,Medias,17.07.1994,Rumunia,1.84,Srodkowy obronca,
332205,andrei-miron,George Andrei Miron,Galati,28.05.1994,Rumunia,1.85,Srodkowy obronca,
412641,denis-harut,Denis Gratian Harut,Timisoara,25.02.1999,Rumunia,1.81,Srodkowy obronca,
568543,stefan-cana,Stefan Marian Cana,Pascani,7.08.2000,Rumunia,1.80,Srodkowy obronca,
897417,catalin-gogor,Catalin Gogor,Budesti,27.05.2001,Rumunia,1.77,Srodkowy obronca,
144339,risto-radunovic,Risto Radunovitsh,Podgorica,4.05.1992,Czarnogora,1.84,Lewy obronca,
481484,ionut-pantiru,Ionut Constantin Pantiru,Iasi,22.03.1996,Rumunia,1.79,Lewy obronca,
209063,marius-briceag,Marius Ionut Briceag,Pitesti,6.04.1992,Rumunia,1.75,Lewy obronca,
63490,aristidis-soiledis,Aristeides Soiledes,Thiva,8.02.1991,Grecja,1.81,Lewy obronca,
567518,sorin-serban,Sorin Danut Serban,Baia Mare,17.04.2000,Rumunia,1.79,Lewy obronca,
621909,marian-botezatu,Marian Cristian Botezatu,Piatra Neamt,26.12.2000,Rumunia,1.83,Lewy obronca,
79507,valentin-cretu,Valentin Iulian Cretu,Buzau,2.01.1989,Rumunia,1.76,Prawy obronca,
197652,gabriel-enache,Gabriel Nicolae Enache,Pitesti,18.08.1990,Rumunia,1.74,Prawy obronca,
670828,alexandru-pantea,Alexandru Grigoras Pantea,Bucharest,11.09.2003,Rumunia,1.72,Prawy obronca,
289017,ovidiu-popescu,Ovidiu Marian Popescu,Resita,27.02.1994,Rumunia,1.81,Defensywny pomocnik,
447557,gabriel-simion,Gabriel Bogdan Simion,Calarasi,22.05.1998,Rumunia,1.79,Defensywny pomocnik,
433979,adrian-sut,Adrian Gheorghe Sut,Cociuba Mare,30.04.1999,Rumunia,1.86,Defensywny pomocnik,
623425,ovidiu-perianu,Ovidiu Ioan Perianu,Barlad,16.04.2002,Rumunia,1.80,Defensywny pomocnik,
295868,dragos-nedelcu,Dragos Ionut Nedelcu,Constanta,16.02.1997,Rumunia,1.89,Defensywny pomocnik,
60880,lucian-filip,Lucian Ionut Filip,Craiova,25.09.1990,Rumunia,1.84,Defensywny pomocnik,
208828,ionut-vina,Ionut Daniel Vina,Galati,20.02.1995,Rumunia,1.80,Srodkowy pomocnik,
341141,razvan-oaida,Razvan Constantin Oaida,Petrosani,2.03.1998,Rumunia,1.82,Srodkowy pomocnik,
608478,andrei-pandele,Andrei Vladut Pandele,Bukarest,9.07.2003,Rumunia,1.83,Srodkowy pomocnik,
873165,aurelian-ciuciulete,Aurelian Gabriel Ciuciulete,Craiova,4.04.2003,Rumunia,1.86,Srodkowy pomocnik,
874872,ciprian-timis,Ciprian Ionut Timis,Bistrita,7.01.2002,Rumunia,1.74,Srodkowy pomocnik,
314329,florin-tanase,Florin Lucian Tanase,Gaesti,30.12.1994,Rumunia,1.85,Ofensywny pomocnik,
395800,darius-olaru,Darius Dumitru Olaru,Medias,3.03.1998,Rumunia,1.77,Ofensywny pomocnik,
608511,robert-ion,Robert Andrei Ion,Bukarest,5.09.2000,Rumunia,1.80,Ofensywny pomocnik,
37414,david-caiado,David Caiado Dias,Luxemburgo,2.05.1987,Portugalia,1.75,Ofensywny pomocnik,
881064,alexandru-musi,Alexandru Marian Musi,Bukarest,17.07.2004,Rumunia,1.80,Ofensywny pomocnik,
340982,florinel-coman,Florinel Teodor Coman,Braila,10.04.1998,Rumunia,1.82,Lewy napastnik,
797100,octavian-popescu,Octavian George Popescu,Nucet,27.12.2002,Rumunia,1.80,Lewy napastnik,
599600,cristian-dumitru,Cristian Cosmin Dumitru,Buzau,13.12.2001,Rumunia,1.73,Lewy napastnik,
608444,adrian-nita,Adrian Romeo Nita,Slatina,8.03.2003,Rumunia,1.70,Lewy napastnik,
397486,dennis-man,,Vladimirescu,26.08.1998,Rumunia,1.83,Prawy napastnik,
429551,olimpiu-morutan,Olimpiu Vasile Morutan,Cluj-Napoca,25.04.1999,Rumunia,1.73,Prawy napastnik,
418223,ovidiu-horsia,Ovidiu Horsia,Targu Mures,,Rumunia,1.72,Prawy napastnik,
123671,sergiu-bus,Sergiu Florin Bus,Cluj-Napoca,2.11.1992,Rumunia,1.85,Srodkowy napastnik,
365769,adrian-petre,Adrian Tabarcea Petre,Arad,11.02.1998,Rumunia,1.87,Srodkowy napastnik,
269786,alexandru-buziuc,Alexandru Daniel Buziuc,Suceava,15.03.1994,Rumunia,1.82,Srodkowy napastnik,
99345,ante-vukusic,Ante Vukusic,Sinj,4.06.1991,Chorwacja,1.80,Srodkowy napastnik,
33337,goran-karanovic,,Sanski Most,,Szwajcaria,1.85,Srodkowy napastnik,
568536,andrei-istrate,Andrei Gabriel Istrate,Hateg,15.03.2002,Rumunia,1.88,Srodkowy napastnik,
547755,laurentiu-ardelean,Laurentiu Constantin Ardelean,Bukarest,8.02.2001,Rumunia,1.82,Srodkowy napastnik,
874873,david-kecskes,,Targu Mures,30.03.2004,Rumunia,1.86,Srodkowy napastnik,
857913,gabriel-fulga,Gabriel Mirel Fulga,Orsova,28.02.2004,Rumunia,1.85,Srodkowy napastnik,
165893,mirko-pigliacelli,,Roma,30.06.1993,Wlochy,1.84,Bramkarz,
271289,laurentiu-popescu,Laurentiu Iulian Popescu,Filiasi,18.01.1997,Rumunia,1.85,Bramkarz,
45052,andrei-marinescu,Andrei Daniel Marinescu,Bukarest,11.02.1985,Rumunia,1.91,Bramkarz,
236940,mihai-balasa,Mihai Alexandru Balasa,Targoviste,14.01.1995,Rumunia,1.86,Srodkowy obronca,
181373,antoine-conte,Antoine Conte,Paris,29.01.1994,Gwinea,1.87,Srodkowy obronca,
287203,stephane-acka,,Abidjan,,Wybrzeze Kosci Sloniowej,1.84,Srodkowy obronca,
34503,marius-constantin,Marius Marcel Constantin,Brasov,,Rumunia,1.85,Srodkowy obronca,
112552,paul-papp,,Dej,11.11.1989,Rumunia,1.88,Srodkowy obronca,
213195,nicusor-bancu,Nicusor Silviu Bancu,Slatina,18.09.1992,Rumunia,1.82,Lewy obronca,
213246,bogdan-vatajelu,Bogdan Ilie Vatajelu,Ostroveni,24.04.1993,Rumunia,1.71,Lewy obronca,
451603,stefan-vladoiu,Stefan Marinel Vladoiu,Ramnicu Valcea,28.12.1998,Rumunia,1.78,Prawy obronca,
724575,ionut-mitran,Ionut Radu Mitran,Gradinile,9.03.2002,Rumunia,1.78,Prawy obronca,
565088,alexandru-olteanu,Constantin Alexandru Olteanu,Craiova,5.04.2000,Rumunia,,Prawy obronca,
418219,vladimir-screciu,Vladimir Ionut Screciu,Corabia,13.01.2000,Rumunia,1.81,Defensywny pomocnik,
156639,dan-nistor,Dan Nicolae Nistor,Rucar,6.05.1988,Rumunia,1.72,Srodkowy pomocnik,
64193,alexandru-mateiu,,Brasov,10.12.1989,Rumunia,1.81,Srodkowy pomocnik,
292201,mihai-capatina,Cristian Mihai Capatina,Slatina,16.12.1995,Rumunia,1.83,Srodkowy pomocnik,
220816,ovidiu-bic,Ovidiu Alexandru Bic,Abrud,23.02.1994,Rumunia,1.77,Srodkowy pomocnik,
283287,antoni-ivanov,Antoni Valeri Ivanov,Sofia,11.09.1995,Bulgaria,1.70,Srodkowy pomocnik,
111438,matteo-fedele,,Lausanne,20.07.1992,Szwajcaria,1.85,Srodkowy pomocnik,
685203,vasile-constantin,Vasile Nicolae Constantin,Craiova,18.01.1998,Rumunia,,Srodkowy pomocnik,
295810,alexandru-cicaldau,Alexandru Cicaldau,Medgidia,8.07.1997,Rumunia,1.78,Ofensywny pomocnik,
686232,stefan-baiaram,Stefan Baiaram,Craiova,31.12.2002,Rumunia,,Ofensywny pomocnik,
535469,valentin-mihaila,Mihai Valentin Mihaila,Finta,2.02.2000,Rumunia,1.80,Lewy napastnik,
271282,andrei-ivan,Andrei Virgil Ivan,Moreni,4.01.1997,Rumunia,1.85,Lewy napastnik,
83253,reagy-ofosu,Reagy Baah Ofosu,Hamburg,20.09.1991,Niemcy,1.75,Lewy napastnik,
415457,andrei-burlacu,,Botosani,12.01.1997,Rumunia,1.86,Lewy napastnik,
744076,marian-danciu,,Targu Carbunesti,24.04.2002,Rumunia,,Lewy napastnik,
262108,cristian-barbut,Cristian Marian Barbut,Timisoara,22.04.1995,Rumunia,1.66,Prawy napastnik,
687846,alexandru-cimpanu,George Alexandru Cimpanu,Bukarest,,Rumunia,1.78,Prawy napastnik,
296695,elvir-koljic,Elvir Koljic,Valladolid,8.07.1995,Bosnia i Hercegowina,1.94,Srodkowy napastnik,Love Players
260139,alexandru-tudorie,,Galati,19.03.1996,Rumunia,1.92,Srodkowy napastnik,
446996,ivan-mamut,,Split,30.04.1997,Chorwacja,1.92,Srodkowy napastnik,Love Players
135566,mihai-roman,Mihai Alexandru Roman,Craiova,31.05.1992,Rumunia,1.90,Srodkowy napastnik,
896370,atanas-trica,Atanas Ioan Trica,,9.07.2004,Rumunia,1.91,Srodkowy napastnik,
69001,giedrius-arlauskis,,Telsiai,1.12.1987,Litwa,1.91,Bramkarz,
158839,cristian-balgradean,Cristian Emanuel Balgradean,Sannicolau Mare,21.03.1988,Rumunia,1.87,Bramkarz,
55263,grzegorz-sandomierski,,Bialystok,5.09.1989,Polska,1.96,Bramkarz,Profus Management
744075,otto-hindrich,,Cluj-Napoca,5.08.2002,Rumunia,1.93,Bramkarz,
319238,rares-murariu,Rares Mihai Murariu,Mangalia,5.04.1999,Rumunia,,Bramkarz,
418208,ionut-rus,Ionut Casian Rus,Timisoara,20.01.2000,Rumunia,1.98,Bramkarz,
912218,bogdan-checiches,Bogdan Nicholas Checiches,"Cles, Trentino-Alto ...",17.01.2002,Rumunia,1.87,Bramkarz,
289308,andrei-burca,Andrei Andonie Burca,Bacau,15.04.1993,Rumunia,1.88,Srodkowy obronca,
186593,kevin-boli,Kevin Gnoher Boli,Lens,21.06.1991,Wybrzeze Kosci Sloniowej,1.86,Srodkowy obronca,
428593,denis-ciobotariu,,Bukarest,10.06.1998,Rumunia,1.87,Srodkowy obronca,
45025,paulo-vinicius,Paulo Vinicius de Souza Nascimento,Cuiaba,12.08.1984,Brazylia,1.86,Srodkowy obronca,
133078,syam-ben-youssef,Sym bn ywsf,Marseille,31.03.1989,Tunezja,1.89,Srodkowy obronca,
136744,mike-cestor,Mike Cestor Botuli,Paris,30.04.1992,Demokratyczna Republika Kongo,1.83,Srodkowy obronca,
139943,ivica-zunic,Ivica Zunic,Jajce,11.09.1988,Bosnia i Hercegowina,1.96,Srodkowy obronca,
44698,mario-camora,Mario Jorge Paulino Malico,Samora Correia,10.11.1986,Rumunia,1.78,Lewy obronca,
47172,iasmin-latovlevici,,Moldova Noua,11.05.1986,Rumunia,1.75,Lewy obronca,
271284,cristian-manea,Cristian Marian Manea,Agigea,9.08.1997,Rumunia,1.83,Prawy obronca,
83287,mateo-susic,Mateo Susic,Mostar,18.11.1990,Bosnia i Hercegowina,1.81,Prawy obronca,
375712,mihai-butean,Mihai Ionut Butean,Cluj-Napoca,14.09.1996,Rumunia,1.81,Prawy obronca,
80151,william-soares,William Soares da Silva,Goiania,30.12.1988,Brazylia,1.85,Defensywny pomocnik,
81484,ovidiu-hoban,Ovidiu Stefan Hoban,Baia Mare,27.12.1982,Rumunia,1.82,Defensywny pomocnik,
210059,mihai-bordeianu,Mihai Catalin Bordeianu,Flamanzi,18.11.1991,Rumunia,1.75,Srodkowy pomocnik,
90008,runar-mar-sigurjonsson,Runar Mar Sigurlaugarson Sigurjonsson,Saudarkrokur,18.06.1990,Islandia,1.78,Srodkowy pomocnik,CAA Stellar
143039,damjan-djokovic,Damjan Dokovic,Zagreb,18.04.1990,Chorwacja,1.90,Srodkowy pomocnik,
464306,catalin-itu,Catalin Mihai Itu,Dej,,Rumunia,1.87,Srodkowy pomocnik,
236748,luis-aurelio,Luis Miguel Coimbra Aurelio,Beja,17.08.1988,Portugalia,1.79,Srodkowy pomocnik,
847618,adrian-gidea,Adrian Mihai Gidea,Drobeta-Turnu ...,13.03.2000,Rumunia,1.80,Srodkowy pomocnik,
912175,raul-haiduc,Raul Bogdan Haiduc,Gherla,,Rumunia,1.76,Ofensywny pomocnik,
291656,adrian-paun,Constantin Adrian Alexandru Paun,Dragasani,1.04.1995,Rumunia,1.77,Lewy napastnik,
341391,valentin-costache,Valentin Ionut Costache,Videle,2.08.1998,Rumunia,1.78,Lewy napastnik,
623424,claudiu-petrila,Claudiu Adrian Mihai Petrila,Sannicolau Roman,7.11.2000,Rumunia,1.76,Lewy napastnik,
43300,ciprian-deac,Ciprian Ioan Deac,Bistrita,16.02.1986,Rumunia,1.77,Prawy napastnik,
