id,slug,name,place_of_birth,brith_date,nationality,height,position,manager
358870,dennis-jastrzembski,,Rendsburg,20.02.2000,Niemcy,1.80,Lewy napastnik,SEG
238471,caye-quintana,Cayetano Quintana Hernandez,Huelva,20.12.1993,Hiszpania,1.80,Srodkowy napastnik,
516822,mikolaj-bieganski,Mikolaj Bieganski,Czestochowa,5.04.2002,Polska,1.90,Bramkarz,
17592,pawel-kieszek,Pawel Kieszek,Warszawa,16.04.1984,Polska,1.87,Bramkarz,
303455,joseph-colley,,Kanifing,13.04.1999,Szwecja,1.87,Srodkowy obronca,
262709,sebastian-ring,Karl Sebastian Ring,Orebro,18.04.1995,Szwecja,1.78,Lewy obronca,
295764,aschraf-el-mahdioui,,Amsterdam,24.05.1996,Holandia,1.85,Defensywny pomocnik,
404364,enis-fazlagic,Enis Fazlagikj,Veles,27.03.2000,Macedonia Polnocna,1.88,Defensywny pomocnik,F-F SPORT
104977,michal-skvarka,Michal Skvarka,Martin,19.08.1992,Slowacja,1.75,Ofensywny pomocnik,
230212,luis-fernandez,Luis Fernandez Teijeiro,Burela,27.09.1993,Hiszpania,1.75,Ofensywny pomocnik,
419067,georgiy-tsitaishvili,giorgi citaishvili,Rischon LeZion,18.11.2000,Gruzja,1.71,Lewy napastnik,
768384,momo-cisse,Alkhaly Momo Cisse,Conakry,,Gwinea,1.78,Lewy napastnik,
198070,elvis-manu,,Dordrecht,13.08.1993,Holandia,1.79,Srodkowy napastnik,
805834,slawomir-abramowicz,Slawomir Abramowicz,Warszawa,9.06.2004,Polska,1.89,Bramkarz,
529598,blazej-niezgoda,Blazej Niezgoda,Pulawy,23.01.2000,Polska,1.97,Bramkarz,Profus Management
54512,michal-pazdan,Michal Pazdan,Krakow,21.09.1987,Polska,1.81,Srodkowy obronca,
628059,patryk-czerech,Patryk Czerech,Bialystok,6.04.2001,Polska,1.90,Srodkowy obronca,
930192,milosz-skowronek,Milosz Skowronek,Ostroleka,20.03.2005,Polska,,Srodkowy obronca,
333374,michal-nalepa,Michal Jan Nalepa,Wejherowo,24.03.1995,Polska,1.70,Srodkowy pomocnik,
608933,bartosz-bayer,,Bialystok,31.07.2001,Polska,1.75,Srodkowy pomocnik,
385614,andrzej-trubeha,Andrzej Trubeha,Jaworow,22.11.1997,Polska,1.86,Ofensywny pomocnik,Profus Management
687881,diego-carioca,,Niteroi,6.02.1998,Brazylia,1.77,Lewy napastnik,
545546,narek-grigoryan,Narek Grigoryan,Yerevan,17.06.2001,Armenia,1.80,Prawy napastnik,
608928,eryk-matus,,Bialystok,13.04.2001,Polska,1.81,Prawy napastnik,Profus Management
949480,jan-faberski,Jan Jakub Faberski,Plock,22.04.2006,Polska,,Prawy napastnik,
376486,marc-gual,Marc Gual Huguet,Badalona,13.03.1996,Hiszpania,1.86,Srodkowy napastnik,CAA Stellar
194214,goncalo-silva,Goncalo Filipe Oliveira Silva,Barreiro,4.06.1991,Portugalia,1.86,Srodkowy obronca,
789900,simba-jonathan-bwanga,,Kinshasa,8.12.2000,Demokratyczna Republika Kongo,1.88,Srodkowy obronca,
518723,luizao,,Sao Paulo,20.02.1998,Brazylia,1.84,Defensywny pomocnik,
479644,tiago-matos,,Porto,22.01.2001,Portugalia,1.78,Defensywny pomocnik,
67655,daniel-lukasik,Daniel Lukasik,Gizycko,28.04.1991,Polska,1.80,Defensywny pomocnik,
471286,thabo-cele,,"KwaMashu, ...",15.01.1997,Republika Poludniowej Afryki,1.78,Defensywny pomocnik,
1017307,milosz-zurawski,Milosz Zurawski,Pionki,17.04.2006,Polska,1.91,Defensywny pomocnik,Agent znany - U18
960963,jakub-snopczynski,,Radom,5.07.2005,Polska,1.74,Defensywny pomocnik,
371258,rhuan,,Sao Goncalo,25.01.2000,Brazylia,1.70,Ofensywny pomocnik,
608656,dawid-olejarka,Dawid Olejarka,Jaroslaw,27.12.2001,Polska,1.80,Ofensywny pomocnik,
195308,luis-machado,Luis Miguel Vieira Babo Machado,Lamego,4.11.1992,Portugalia,1.71,Lewy napastnik,
531390,franciszek-wroblewski,Franciszek Wroblewski,Krakow,,Polska,1.76,Lewy napastnik,
699632,abraham-marcus,Abraham Ayomide Marcus,Lagos,2.01.2000,Nigeria,1.78,Prawy napastnik,
227511,maurides,,Colombia,10.03.1994,Brazylia,1.89,Srodkowy napastnik,
528347,piotr-zielinski,Piotr Zielinski,Plock,8.01.1999,Polska,1.90,Bramkarz,
358648,anton-kryvotsiuk,,Kyiv,20.08.1998,Azerbejdzan,1.86,Srodkowy obronca,
320898,adam-chrzanowski,Adam Jan Chrzanowski,Warszawa,31.03.1999,Polska,1.86,Srodkowy obronca,
74687,dominik-furman,Dominik Grzegorz Furman,Szydlowiec,6.07.1992,Polska,1.83,Srodkowy pomocnik,
335294,damian-warchol,Damian Warchol,Lodz,19.07.1995,Polska,1.83,Ofensywny pomocnik,
277111,jorginho,,Bissau,21.09.1995,Gwinea Bissau,1.71,Prawy napastnik,
205924,marko-kolar,,Zabok,31.05.1995,Chorwacja,1.78,Srodkowy napastnik,
618410,tomasz-walczak,,Plock,17.08.2005,Polska,1.92,Srodkowy napastnik,
249747,aleksandr-pavlovets,Pavlovets Aleksandr Valer'evich,Borisov,13.08.1996,Bialorus,1.88,Srodkowy obronca,
913684,albert-zerkowski,Albert Zerkowski,Poznan,15.09.2003,Polska,1.88,Srodkowy obronca,
322997,niilo-maenpaa,,Hameenlinna,14.01.1998,Finlandia,1.80,Defensywny pomocnik,SEG
925475,mikolaj-stangel,Mikolaj Stangel,Wagrowiec,29.08.2004,Polska,1.78,Srodkowy pomocnik,
338632,milan-corryn,,Aalst,4.04.1999,Belgia,1.80,Ofensywny pomocnik,
562483,frank-castaneda,Frank Andersson Castaneda Velez,Santiago de Cali,17.07.1994,Kolumbia,1.72,Lewy napastnik,
665525,jayson-papeau,,Melun,30.06.1996,Francja,1.79,Lewy napastnik,
384829,kais-al-ani,qys l`ny,Nowy Targ,29.03.1997,Irak,1.92,Bramkarz,
986794,david-poreba,Dawid Poreba,"Chicago, Illinois",1.12.2002,Polska,1.82,Srodkowy pomocnik,
938756,konrad-guca,,Tarnobrzeg,18.08.2003,Polska,1.77,Srodkowy pomocnik,
528400,eryk-galara,,Nowy Sacz,23.12.2000,Polska,1.75,Ofensywny pomocnik,
529538,wiktor-klos,Wiktor Klos,Przeworsk,21.01.2000,Polska,1.78,Prawy napastnik,
600094,kamil-duszkiewicz,,,5.03.2002,Polska,1.87,Srodkowy napastnik,
344548,pavel-pavlyuchenko,Pavliuchenko Pavel Sergeevich,Mogilev,1.01.1998,Bialorus,1.94,Bramkarz,
562284,nemanja-tekijaski,Nemanja Tekijashki,Pancevo,2.03.1997,Serbia,1.86,Srodkowy obronca,
318844,david-domgjoni,David Nue Domgjoni,Prizren,21.05.1997,Kosowo,1.90,Srodkowy obronca,
62800,adam-hlousek,Adam Hlousek,Turnov,20.12.1988,Czechy,1.87,Lewy obronca,
381273,andriy-dombrovskyi,Dombrovs'kii Andrii Anatoliiovich,Kyiv,12.08.1995,Ukraina,1.73,Defensywny pomocnik,ProStar
194205,zvonimir-kozulj,Zvonimir Kozulj,Ljubuski,15.11.1993,Bosnia i Hercegowina,1.80,Srodkowy pomocnik,
588959,daniel-pietraszkiewicz,Daniel Pietraszkiewicz,Warszawa,12.09.2001,Polska,1.78,Ofensywny pomocnik,
131444,artem-polyarus,Poliarus Artem Igorovich,Oleksandriya,5.07.1992,Ukraina,1.82,Lewy napastnik,ProStar
573345,ernest-terpilowski,Ernest Terpilowski,Brzeg Dolny,14.09.2001,Polska,1.76,Prawy napastnik,INNfootball
113018,roland-varga,,Budapest,23.01.1990,Wegry,1.82,Prawy napastnik,
70176,muris-mesanovic,Muris Mesanovic,Sarajevo,6.07.1990,Bosnia i Hercegowina,1.77,Srodkowy napastnik,
636752,veton-tusha,,Kacanik,29.12.2002,Kosowo,1.83,Srodkowy napastnik,
540631,tomasz-wozniak,Tomasz Dominik Wozniak,Warszawa,7.01.2002,Polska,1.95,Bramkarz,INNfootball
161438,gerson,,Rio de Janeiro,7.01.1992,Brazylia,1.86,Srodkowy obronca,
379220,ruben-lobato,Ruben Lobato Cabal,Madrid,9.03.1994,Hiszpania,1.80,Lewy obronca,
190220,alex-serrano,Alejandro Serrano Garcia,Barcelona,6.02.1995,Hiszpania,1.84,Srodkowy pomocnik,
555570,lukasz-szramowski,Lukasz Szramowski,Olsztyn,1.04.2002,Polska,1.74,Srodkowy pomocnik,UNIDOS
1017309,marcel-obroslak,Marcel Obroslak,,25.02.2003,Polska,,Prawy pomocnik,
325200,jason-lokilo,Jason Eyenga-Lokilo,Brussel,17.09.1998,Belgia,1.75,Prawy napastnik,
461569,michal-krol,Michal Krol,Lublin,14.03.2000,Polska,1.73,Prawy napastnik,
797931,mateusz-golba,Mateusz Golba,Lukow,29.03.2003,Polska,1.83,Srodkowy napastnik,
1017308,michal-szalachowski,Michal Szalachowski,,23.07.2004,Polska,,Srodkowy napastnik,
379714,roberto-corral,Roberto Corral Garcia,Valladolid,14.09.1997,Hiszpania,1.82,Lewy obronca,
58427,kyrylo-petrov,Petrov Kirilo Valentinovich,Kiew,22.06.1990,Ukraina,1.86,Defensywny pomocnik,
605816,oskar-sewerzynski,Oskar Sewerzynski,Kielce,12.08.2001,Polska,1.86,Defensywny pomocnik,
403915,dalibor-takac,Dalibor Takac,Kosice,,Slowacja,1.78,Ofensywny pomocnik,
985983,kacper-bojanczyk,Kacper Bojanczyk,Piaseczno,4.01.2005,Polska,1.75,Ofensywny pomocnik,
908601,janusz-nojszewski,,Minsk Mazowiecki,18.04.2003,Polska,1.74,Lewy napastnik,INNfootball
250073,luka-zarandia,luka zarandia,Tiflis,17.02.1996,Gruzja,1.78,Prawy napastnik,
228087,evgeniy-shikavka,Shikavka Evgenii Igorevich,Minsk,,Bialorus,1.85,Srodkowy napastnik,
563273,artur-amrozinski,Artur Amrozinski,Brzeziny,18.12.1998,Polska,1.84,Srodkowy napastnik,
325896,henrich-ravas,,Senica,16.08.1997,Slowacja,1.95,Bramkarz,
379972,vasyl-lytvynenko,Litvinenko Vasil' Vasil'ovich,"Pogreby, Kyiv Oblast",,Ukraina,1.92,Bramkarz,
703145,mateusz-ludwikowski,,,16.01.2004,Polska,,Bramkarz,
120197,martin-kreuzriegler,,,10.01.1994,Austria,1.82,Srodkowy obronca,
157003,abdul-aziz-tetteh,,Dansoman,25.05.1990,Ghana,1.86,Defensywny pomocnik,
849472,filip-zawadzki,,Lodz,1.07.2004,Polska,1.76,Srodkowy pomocnik,INNfootball
671584,radoslaw-golebiowski,Radoslaw Golebiowski,Czestochowa,24.11.2001,Polska,1.78,Lewy pomocnik,
910795,mateusz-malec,Mateusz Malec,Lodz,17.04.2003,Polska,1.79,Ofensywny pomocnik,
180215,kristoffer-hansen,Kristoffer Normann Hansen,Larvik,12.08.1994,Norwegia,1.80,Lewy napastnik,Profus Management
623745,kacper-karasek,Kacper Karasek,Lowicz,20.03.2002,Polska,1.83,Lewy napastnik,Profus Management
138350,fabio-nunes,Fabio Alexandre da Silva Nunes,Portimao,24.07.1992,Portugalia,1.80,Prawy napastnik,
697454,bartosz-guzdek,Bartosz Guzdek,Wadowice,28.07.2002,Polska,1.90,Srodkowy napastnik,
284891,daniel-villanueva,Daniel Villanueva Rivas,Cartama,1.02.1998,Hiszpania,1.70,Srodkowy napastnik,
217529,mateusz-abramowicz,,Brzeg Dolny,8.11.1992,Polska,1.86,Bramkarz,
89726,jon-aurtenetxe,Jon Aurtenetxe Borde,Amorebieta-Etxano,3.01.1992,Hiszpania,1.83,Srodkowy obronca,
450888,michal-pojasek,Michal Pojasek,Swidnica,14.06.1998,Polska,1.84,Srodkowy obronca,
265040,jens-martin-gammelby,,Ikast,5.02.1995,Dania,1.92,Prawy obronca,
166658,carlos-julio-martinez,Carlos Julio Martinez Rivas,Santo Domingo de ...,4.02.1994,Dominikana,1.74,Prawy obronca,
707820,hamza-bahaid,Hamza Bahaid,Brussels,5.01.2000,Belgia,1.78,Defensywny pomocnik,
830012,kacper-klimkiewicz,,Swiecie,28.07.2005,Polska,1.84,Defensywny pomocnik,
207561,maxime-dominguez,,Genf,1.02.1996,Szwajcaria,1.73,Ofensywny pomocnik,VPA SPORTS ...
634143,tomasz-mamis,,Wroclaw,22.07.2002,Polska,1.77,Ofensywny pomocnik,
797742,szymon-strozynski,Szymon Strozynski,Pila,,Polska,1.74,Prawy napastnik,
876392,kacper-chmielewski,,Kowary,,Polska,1.81,Srodkowy napastnik,
539583,michal-molenda,Michal Molenda,Gdansk,17.03.2001,Polska,1.85,Bramkarz,
410238,elhadji-pape-diaw,Elhadji Pape Djibril Diaw,Dakar,31.12.1994,Senegal,1.91,Srodkowy obronca,
74871,martin-dobrotka,Martin Dobrotka,Bratislava,22.01.1985,Slowacja,1.83,Srodkowy obronca,
67999,gordan-bunoza,,Ljubuski,5.02.1988,Bosnia i Hercegowina,1.97,Srodkowy obronca,
904005,mateusz-mikulski,Mateusz Mikulski,Debica,12.05.2004,Polska,1.84,Srodkowy obronca,
585989,michal-bednarski,Michal Bednarski,Torun,31.01.2000,Polska,1.76,Defensywny pomocnik,
911472,jakub-staniszewski,Jakub Staniszewski,Lebork,11.07.2005,Polska,1.78,Defensywny pomocnik,
452499,piotr-zmorzynski,Piotr Zmorzynski,Parczew,18.07.1994,Polska,1.71,Lewy pomocnik,
521724,daniel-kaminski,Daniel Kaminski,Katowice,26.02.2001,Polska,1.84,Lewy pomocnik,
274766,nestor-gordillo,Nestor Jesus Gordillo Benitez,La Atalaya,28.08.1989,Hiszpania,1.69,Ofensywny pomocnik,
407734,olaf-kobacki,,Poznan,10.07.2001,Polska,1.78,Lewy napastnik,
260259,michal-kolba,Michal Kolba,Lodz,30.03.1992,Polska,1.86,Bramkarz,
281990,nacho-monsalve,Ignacio Monsalve Vicente,Madrid,27.04.1994,Hiszpania,1.88,Srodkowy obronca,
401594,mieszko-lorenc,Mieszko Lorenc,Sieradz,26.08.2001,Polska,1.91,Defensywny pomocnik,
919469,mateusz-kowalczyk,Mateusz Kowalczyk,Warszawa,16.04.2004,Polska,1.81,Srodkowy pomocnik,
384908,damian-nowacki,,Lodz,28.03.1998,Polska,1.77,Ofensywny pomocnik,
413506,javi-moreno,Javier Moreno Sanchez,Almeria,20.06.1997,Hiszpania,1.75,Prawy napastnik,Promoesport
465593,stipe-juric,Stipe Juric,Livno,19.11.1998,Bosnia i Hercegowina,1.85,Srodkowy napastnik,
198981,matvei-igonen,,Tallinn,,Estonia,1.88,Bramkarz,
199118,maciej-kowalski-haberek,Maciej Kowalski-Haberek,Lubin,16.05.1994,Polska,1.83,Srodkowy obronca,
555053,mateusz-lipp,,Tarnowskie Gory,4.01.2004,Polska,1.90,Srodkowy obronca,
81160,costa-nhamoinesu,,Harare,6.01.1986,Zimbabwe,1.85,Srodkowy obronca,
331975,jeppe-simonsen,Jeppe Friborg Simonsen,Kolding,21.11.1995,Haiti,1.84,Prawy obronca,
334224,ezequiel-bonifacio,Ezequiel Augusto Bonifacio,Mar del Plata,9.05.1994,Argentyna,1.68,Prawy obronca,
953452,bartosz-bieronski,Bartosz Bieronski,Bielsko-Biala,10.05.2006,Polska,1.76,Defensywny pomocnik,
655894,yigit-emre-celtik,Yigit Emre Celtik,Izmir,7.04.2003,Turcja,1.64,Srodkowy pomocnik,
45564,michal-janota,Michal Janota,Gubin,29.07.1990,Polska,1.71,Ofensywny pomocnik,
371954,dawid-polkowski,Dawid Polkowski,Madrid,21.08.1998,Polska,1.85,Ofensywny pomocnik,Profus Management
422803,titas-milasius,Titas Milasius,Vilnius,12.12.2000,Litwa,1.78,Lewy napastnik,
393567,kacper-welniak,Kacper Welniak,Naklo nad Notecia,21.05.2000,Polska,1.85,Srodkowy napastnik,
492352,dominik-kalinowski,Dominik Kalinowski,Warszawa,29.03.1998,Polska,1.90,Bramkarz,
385558,lukasz-kedziora,Lukasz Kedziora,,9.04.1998,Polska,1.89,Srodkowy obronca,
471453,bernard-petrak,Bernard Petrak,Voronezh,15.12.1999,Slowacja,1.78,Lewy obronca,
918377,stanislav-greben,Greben' Stanislav Volodimirovich,,18.08.1999,Ukraina,,Srodkowy pomocnik,
1001954,maksymilian-paszkowski,Maksymilian Paszkowski,Opole,2.07.2004,Polska,1.78,Ofensywny pomocnik,
385781,cezary-sauczek,,Warszawa,11.11.1998,Polska,1.82,Lewy napastnik,Profus Management
608686,kacper-stepien,Kacper Stepien,,24.07.2001,Polska,1.84,Prawy napastnik,
911519,maksym-iwanowicz,Maksym Iwanowicz,Nowy Sacz,26.05.2003,Polska,1.84,Srodkowy obronca,
992960,natan-malczuk,Natan Malczuk,Nowa Sol,27.02.2003,Polska,1.88,Srodkowy obronca,
1000682,albert-zarowny,Albert Zarowny,,,Polska,1.88,Srodkowy obronca,
697741,wiktor-wawrzyniak,Wiktor Wawrzyniak,Leszno,2.02.2002,Polska,1.88,Lewy obronca,
974458,toshiya-inoue,Jing Shang  Jun Mi ,"---, Nara",23.08.1997,Japonia,1.85,Defensywny pomocnik,
958925,eryk-pieczarka,Eryk Pieczarka,Lubin,,Polska,1.78,Defensywny pomocnik,
911533,milosz-jandziak,Milosz Jandziak,Glogow,1.04.2002,Polska,1.84,Pomocnik,
387258,mateusz-bochnak,Mateusz Bochnak,Szczecin,11.02.1998,Polska,1.79,Prawy pomocnik,
350193,dennis-van-der-heijden,,Schiedam,17.02.1997,Holandia,1.91,Srodkowy napastnik,
972718,stanislaw-czarnoglowski,Stanislaw Czarnoglowski,Warszawa,8.08.2003,Polska,2.00,Bramkarz,
792578,tomasz-krezelok,Tomasz Krezelok,Bielsko-Biala,2.03.2000,Polska,1.84,Defensywny pomocnik,
949230,krzysztof-machowski,Krzysztof Machowski,Tychy,7.08.2003,Polska,1.71,Prawy pomocnik,BMG-SPORT
589683,marcin-kozina,Marcin Kozina,Sucha Beskidzka,29.04.2001,Polska,1.84,Prawy napastnik,
108426,tomas-malec,Tomas Malec,Trencin,5.01.1993,Slowacja,1.99,Srodkowy napastnik,
409643,maissa-fall,Maissa El Hadji Fall,Dakar,6.03.1995,Senegal,1.93,Srodkowy pomocnik,
176986,gershon-koffie,,Koforidua,25.08.1991,Ghana,1.82,Srodkowy pomocnik,
529648,blazej-szczepanek,Blazej Szczepanek,Kielce,20.03.2001,Polska,1.77,Ofensywny pomocnik,
282879,svetoslav-dikov,Svetoslav Dimitrov Dikov,Sofia,18.04.1992,Bulgaria,1.96,Srodkowy napastnik,
956757,dawid-salamon,Dawid Salamon,Nowy Sacz,17.01.2003,Polska,1.80,Napastnik,
278865,dawid-wolny,,Opole,28.07.1994,Polska,1.85,Srodkowy napastnik,
913974,emil-klosek,Emil Klosek,,7.04.2001,Polska,1.87,Obronca,
335430,vedran-dalic,Vedran Dalic,Zagreb,19.09.1995,Chorwacja,1.86,Srodkowy obronca,
932508,mikolaj-staniak,Mikolaj Staniak,Warszawa,,Polska,1.96,Srodkowy obronca,
217317,marin-galic,Marin Galic,Kiseljak,21.09.1995,Bosnia i Hercegowina,1.81,Prawy obronca,
461663,mykyta-peterman,Peterman Mikita Ievgenovich,"Berdyansk, ...",12.06.1999,Ukraina,1.89,Defensywny pomocnik,ProStar
962340,bartosz-checinski,Bartosz Checinski,Sosnowiec,25.01.2004,Polska,1.83,Defensywny pomocnik,
702398,kacper-smolen,Kacper Smolen,Sosnowiec,,Polska,1.77,Prawy pomocnik,FairSport
861705,igor-dziedzic,Igor Dziedzic,,5.07.2005,Polska,1.74,Lewy pomocnik,
912506,jakub-kaczmarek,Jakub Kaczmarek,Bedzin,3.12.2001,Polska,1.80,Lewy napastnik,
848642,alex-tank,,Cubatao,14.04.1994,Brazylia,1.87,Srodkowy napastnik,
658192,roman-terbalyan,Roman Terbalian,Krasnoyarsk,24.01.1997,Rosja,1.78,Srodkowy napastnik,
210184,patryk-krolczyk,Patryk Krolczyk,Rydultowy,10.05.1994,Polska,1.88,Bramkarz,
843447,kamil-korczak,Kamil Korczak,Bielsko-Biala,27.03.2003,Polska,1.93,Bramkarz,
862786,patryk-kukulski,Patryk Kukulski,Piotrkow ...,3.07.2004,Polska,1.94,Bramkarz,
401595,pawel-gierach,Pawel Gierach,Rawa Mazowiecka,5.05.2001,Polska,1.83,Obronca,
208441,arkadiusz-jedrych,Arkadiusz Jedrych,Pruszkow,27.05.1992,Polska,1.91,Srodkowy obronca,
331021,bartosz-jaroszek,Bartosz Jaroszek,Siemianowice ...,17.02.1994,Polska,1.89,Srodkowy obronca,
381566,grzegorz-janiszewski,Grzegorz Janiszewski,Plock,13.06.1996,Polska,1.91,Srodkowy obronca,SSM Agency
85522,michal-kolodziejski,Michal Kolodziejski,Gryfino,9.05.1993,Polska,1.84,Srodkowy obronca,
503007,danian-pavlas,Danian Pawlas - Danian Pavlas,Magnitogorsk,6.09.2000,Polska,1.71,Lewy obronca,
144721,arkadiusz-wozniak,Arkadiusz Wozniak,Lubin,1.06.1990,Polska,1.84,Prawy obronca,
345440,marcin-urynowicz,Marcin Urynowicz,Zabrze,16.03.1996,Polska,1.87,Defensywny pomocnik,
384823,oskar-repka,Oskar Repka,Bydgoszcz,3.01.1999,Polska,1.90,Defensywny pomocnik,
913410,bartosz-wodnicki,,,3.06.2003,Polska,,Srodkowy pomocnik,
527391,zbigniew-wojciechowski,Zbigniew Wojciechowski,Bielsko-Biala,15.04.2000,Polska,1.76,Prawy pomocnik,
273359,krystian-sanocki,,Czarnkow,5.08.1996,Polska,1.75,Prawy pomocnik,
235829,dominik-koscielniak,Dominik Koscielniak,Zakopane,28.03.1995,Polska,1.77,Prawy pomocnik,
384478,szymon-kiebzak,,Myslenice,22.02.1997,Polska,1.75,Lewy pomocnik,
296499,grzegorz-rogala,Grzegorz Rogala,Stargard ...,,Polska,1.83,Lewy pomocnik,
128804,adrian-blad,Adrian Blad,Lubin,16.04.1991,Polska,1.65,Ofensywny pomocnik,Profus Management
407099,jakub-karbownik,,Belchatow,15.03.2001,Polska,1.73,Lewy napastnik,
693310,patryk-szwedzik,Patryk Szwedzik,Legnica,2.12.2001,Polska,1.85,Srodkowy napastnik,
306637,filip-kozlowski,Filip Kozlowski,Inowroclaw,11.07.1995,Polska,1.85,Srodkowy napastnik,
913409,kacper-pietrzyk,Kacper Pietrzyk,Olkusz,17.03.2004,Polska,1.81,Srodkowy napastnik,
266026,mateusz-kos,Mateusz Kos,Prudnik,6.04.1987,Polska,1.90,Bramkarz,
569546,nikodem-sujecki,Nikodem Sujecki,Kutno,27.02.2003,Polska,1.86,Bramkarz,
750114,artur-kowalczyk,Artur Kowalczyk,Czestochowa,1.03.2001,Polska,1.83,Bramkarz,
889185,jakub-hajda,Jakub Hajda,Piekary Slaskie,16.09.2003,Polska,1.82,Bramkarz,
422582,adam-mesjasz,Adam Mesjasz,Czestochowa,9.03.1993,Polska,1.88,Srodkowy obronca,ELITE GROUP
332080,mariusz-holik,,Tarnowskie Gory,21.04.1993,Polska,1.87,Srodkowy obronca,
753884,filip-arak,Filip Arak,Warszawa,7.03.2003,Polska,1.90,Srodkowy obronca,
799323,daniel-bledowski,Daniel Bledowski,Czestochowa,14.02.2002,Polska,1.78,Prawy obronca,
451171,szymon-szymanski,Szymon Szymanski,Bielsko-Biala,13.04.1996,Polska,1.85,Defensywny pomocnik,FairSport
450638,adam-olejnik,Adam Olejnik,Radomsko,27.12.1991,Polska,1.77,Defensywny pomocnik,
114321,rafal-brusilo,Rafal Brusilo,Opole,21.04.1989,Polska,1.79,Prawy pomocnik,
450636,dawid-niedbala,Dawid Niedbala,Czestochowa,23.12.1994,Polska,1.73,Prawy pomocnik,
450637,piotr-nocon,Piotr Nocon,Czestochowa,19.06.1990,Polska,1.79,Ofensywny pomocnik,
320704,mikolaj-kwietniewski,Mikolaj Kwietniewski,Kielce,30.04.1999,Polska,1.74,Ofensywny pomocnik,
345007,dominik-bronislawski,Dominik Bronislawski,Walbrzych,15.06.1996,Polska,1.78,Ofensywny pomocnik,
266046,krzysztof-napora,,Klobuck,24.03.1990,Polska,1.76,Prawy napastnik,
384201,krzysztof-ropski,Krzysztof Ropski,Tarnow,14.09.1996,Polska,1.88,Srodkowy napastnik,
347061,kamil-wojtyra,Kamil Wojtyra,Czestochowa,6.09.1997,Polska,1.90,Srodkowy napastnik,
905235,dawid-wojtyra,,Olesno,24.06.1998,Polska,1.80,Srodkowy napastnik,
911180,adrian-zabik,Adrian Zabik,,6.03.2003,Polska,1.76,Napastnik,
919076,oskar-krawczyk,Oskar Krawczyk,Czestochowa,8.08.2005,Polska,1.82,Srodkowy napastnik,
709782,tadeusz-grabowski,Tadeusz Grabowski,,13.03.2003,Polska,1.90,Bramkarz,
1002543,karol-chuchro,Karol Chuchro,,18.02.2003,Polska,1.97,Srodkowy obronca,
610018,bojan-gvozdenovic,Bojan Gvozdenovic,Nasice,4.11.1998,Chorwacja,1.89,Srodkowy obronca,
910787,lukasz-ostrowski,Lukasz Ostrowski,,7.05.2004,Polska,1.86,Lewy obronca,
401600,klaudiusz-krasa,Klaudiusz Krasa,Morag,21.06.2001,Polska,1.80,Defensywny pomocnik,
961339,kornel-rebisz,Kornel Rebisz,,12.03.2005,Polska,1.72,Defensywny pomocnik,
949201,marcin-kumorek,Marcin Kumorek,,8.03.2003,Polska,1.80,Defensywny pomocnik,
913973,kacper-kojder,,,14.01.2003,Polska,,Ofensywny pomocnik,
187977,dawid-smug,,Konin,14.01.1994,Polska,1.94,Bramkarz,
655347,konrad-syldatk,,Lebork,10.04.2000,Polska,1.94,Bramkarz,
113952,kevin-lafrance,Kevin Pierre Lafrance,Bondy,13.01.1990,Haiti,1.86,Srodkowy obronca,
505527,beniamin-czajka,Beniamin Czajka,Bydgoszcz,31.03.2000,Polska,1.92,Srodkowy obronca,
235798,damian-ciechanowski,,Bydgoszcz,3.04.1996,Polska,1.77,Prawy obronca,
143784,wojciech-reiman,,Rzeszow,5.08.1988,Polska,1.85,Defensywny pomocnik,
526365,guttiner,,,,Brazylia,1.79,Prawy pomocnik,
801020,filip-wojcik,Filip Wojcik,Mragowo,25.05.2001,Polska,1.74,Prawy pomocnik,
793969,dominik-urban,,Olsztyn,25.11.1998,Polska,1.75,Lewy pomocnik,
913675,jakub-banul,,Szczytno,18.03.2004,Polska,1.77,Lewy pomocnik,
225896,karol-zwir,Karol Zwir,Reszel,12.06.1995,Polska,1.80,Ofensywny pomocnik,
407735,brian-galach,,London,16.05.2001,Polska,1.74,Ofensywny pomocnik,
452302,shun-shibata,Chai Tian  Jun ,,15.06.1997,Japonia,1.65,Ofensywny pomocnik,
390955,patryk-zych,,Gdansk,22.11.1998,Polska,1.81,Lewy napastnik,
911068,filip-uryga,Filip Uryga,,29.12.2004,Polska,1.92,Bramkarz,
336865,diego-bardanca,Diego Bardanca Florez,Leon,20.03.1993,Filipiny,1.90,Srodkowy obronca,
363529,tomasz-wojcinowicz,Tomasz Wojcinowicz,Bialogard,12.04.1996,Polska,1.86,Srodkowy obronca,ELITE GROUP
1003296,piotr-gruszecki,Piotr Gruszecki,,,Polska,1.79,Srodkowy obronca,
158798,piotr-mrozinski,Piotr Mrozinski,Przemysl,24.08.1992,Polska,1.81,Prawy obronca,ELITE GROUP
450046,bartosz-wlodarczyk,Bartosz Wlodarczyk,Ruda Slaska,4.06.1994,Polska,1.74,Ofensywny pomocnik,ELITE GROUP
610288,szymon-dziadosz,Szymon Dziadosz,Jaslo,29.04.2002,Polska,1.78,Ofensywny pomocnik,
407093,jakub-gil,,Wroclaw,10.07.2002,Polska,1.78,Ofensywny pomocnik,
266346,grzegorz-aftyka,Grzegorz Aftyka,Gryfino,2.02.1998,Polska,1.78,Prawy napastnik,
